sequenceID	gb_subtype	rec_subtype	strain	gb_segment	rec_segment	iso_host	iso_source	iso_country	lab_host	iso_year	iso_month	iso_day	length	pubmed_id
GN358669	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358670	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358671	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358672	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358673	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358674	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358675	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358676	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358677	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358678	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358679	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358680	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358681	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358682	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358683	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358684	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358685	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358686	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358687	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358688	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358689	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358690	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358691	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358692	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358693	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358694	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358695	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358696	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358697	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358698	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358699	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358700	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358701	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358702	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358703	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358704	-	-	-	-	1	-	-	-	-	-	-	-	60	-
GN358705	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358706	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358707	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358708	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358709	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358710	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358711	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358712	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358713	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358714	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358715	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358716	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358717	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358718	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358719	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358720	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358721	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358722	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358723	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358724	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358725	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358726	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358727	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358728	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358729	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358730	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358731	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN358732	-	-	-	-	7	-	-	-	-	-	-	-	60	-
GN364866	-	-	-	-	1	-	-	-	-	-	-	-	2325	-
HD065528	-	-	-	-	3	-	-	-	-	-	-	-	2127	-
HV778829	-	-	-	-	3	-	-	-	-	-	-	-	2127	-
HW934556	-	-	-	-	1	-	-	-	-	-	-	-	2325	-
HW939759	-	-	-	-	-	-	-	-	-	-	-	-	20	-
HW939760	-	-	-	-	-	-	-	-	-	-	-	-	21	-
HW939761	-	-	-	-	-	-	-	-	-	-	-	-	23	-
HW939762	-	-	-	-	1	-	-	-	-	-	-	-	2169	-
HW939763	-	-	-	-	2	-	-	-	-	-	-	-	2163	-
HW939764	-	-	-	-	3	-	-	-	-	-	-	-	2133	-
HW939765	-	-	-	-	4	-	-	-	-	-	-	-	1911	-
HW939766	-	-	-	-	-	-	-	-	-	-	-	-	1659	-
HW939767	-	-	-	-	-	-	-	-	-	-	-	-	1194	-
HW939768	-	-	-	-	-	-	-	-	-	-	-	-	732	-
HZ470039	-	-	-	-	3	-	-	-	-	-	-	-	2127	-
K01689	-	-	-	-	4	-	-	-	-	-	-	-	2071	6699942
LF805929	-	-	-	-	1	-	-	-	-	-	-	-	2325	-
LG231953	-	-	-	-	3	-	-	-	-	-	-	-	2127	-
LG231958	-	-	-	-	3	-	-	-	-	-	-	-	2127	-
LY408771	-	-	-	-	3	-	-	-	-	-	-	-	2127	-
LZ982095	-	-	-	-	3	-	-	-	-	-	-	-	2127	-
M10087	-	-	C/California/78	7	7	-	-	-	-	-	-	-	934	4032535
M11637	-	-	-	-	4	-	-	-	-	-	-	-	2015	3855244
M11638	-	-	-	-	4	-	-	-	-	-	-	-	2015	3855244
M11639	-	-	-	-	4	-	-	-	-	-	-	-	2014	3855244
M11640	-	-	-	-	4	-	-	-	-	-	-	-	2010	3855244
M11641	-	-	-	-	4	-	-	-	-	-	-	-	2015	3855244
M11642	-	-	-	-	4	-	-	-	-	-	-	-	2015	3855244
M11643	-	-	-	-	4	-	-	-	-	-	-	-	2015	3855244
M11644	-	-	-	-	4	-	-	-	-	-	-	-	2015	3855244
M11645	-	-	-	-	4	-	-	-	-	-	-	-	2015	3855244
M14881	-	-	-	-	7	-	-	-	-	-	-	-	894	2943076
M15088	-	-	C/Ann Arbor/1/50	7	7	-	-	-	-	-	-	-	894	2943076
M15089	-	-	-	-	7	-	-	-	-	-	-	-	894	2943076
M15090	-	-	-	-	7	-	-	-	-	-	-	-	894	2943076
M15094	-	-	-	-	7	-	-	-	-	-	-	-	894	2943076
M17700	-	-	-	-	5	-	-	-	-	-	-	-	1797	6532006
M17868	-	-	-	-	4	-	-	-	-	-	-	-	2073	6532004
M22015	-	-	-	-	7	-	-	-	-	-	-	-	366	2943090
M22038	-	-	-	-	6	-	-	-	-	-	-	-	1180	3404579
M25361	-	-	-	-	4	-	-	-	-	-	-	-	1926	2773313
M25362	-	-	-	-	4	-	-	-	-	-	-	-	1926	2773313
M25363	-	-	-	-	4	-	-	-	-	-	-	-	1926	2773313
M28060	-	-	-	-	2	-	-	-	-	-	-	-	2363	2763462
M28061	-	-	-	-	1	-	-	-	-	-	-	-	2365	2763462
M28062	-	-	-	-	3	-	-	-	-	-	-	-	2183	2763462
M31007	-	-	C/Mississippi/80	7	7	-	-	-	-	-	-	-	894	2943076
U20228	-	-	C/Ann Arbor/1/50 persistent variant (C/AA-pi)	-	1	-	-	-	10-day-old embryonated chicken eggs	-	-	-	2340	8607283
X55992	-	-	C/Berlin/1/85	1	1	-	embryonated chicken eggs	-	-	-	-	-	2340	2263472
MH348113	-	-	C/Bovine/Montana/12/2016	1	1	Bos taurus	sick calve's nasal swab	USA: Montana	-	2016	NOV	18	2328	-
MH348114	-	-	C/Bovine/Montana/12/2016	2	2	Bos taurus	sick calve's nasal swab	USA: Montana	-	2016	NOV	18	2297	-
MH348115	-	-	C/Bovine/Montana/12/2016	3	3	Bos taurus	sick calve's nasal swab	USA: Montana	-	2016	NOV	18	2156	-
MH348116	-	-	C/Bovine/Montana/12/2016	4	4	Bos taurus	sick calve's nasal swab	USA: Montana	-	2016	NOV	18	1992	-
MH348117	-	-	C/Bovine/Montana/12/2016	5	5	Bos taurus	sick calve's nasal swab	USA: Montana	-	2016	NOV	18	1776	-
MH348118	-	-	C/Bovine/Montana/12/2016	6	6	Bos taurus	sick calve's nasal swab	USA: Montana	-	2016	NOV	18	1146	-
MH348119	-	-	C/Bovine/Montana/12/2016	7	7	Bos taurus	sick calve's nasal swab	USA: Montana	-	2016	NOV	18	892	-
MH421864	-	-	C/Bovine/Texas/1/2016	6	6	Bos taurus	nasal swab	USA: Texas	-	2016	NOV	14	587	-
MH421865	-	-	C/Bovine/Oklahoma/2/2017	6	6	Bos taurus	nasal swab	USA: Oklahoma	-	2017	DEC	1	587	-
MH421866	-	-	C/Bovine/Missouri/5/2017	6	6	Bos taurus	nasal swab	USA: Missouri	-	2017	DEC	30	565	-
MH421867	-	-	C/Bovine/Colorado/6/2017	6	6	Bos taurus	nasal swab	USA: Colorado	-	2017	DEC	30	564	-
MH421868	-	-	C/Bovine/Montana/12/2016	6	6	Bos taurus	sick calve's nasal swab	USA: Montana	-	2016	NOV	18	561	-
MH421869	-	-	C/Bovine/Nebraska/16/2017	6	6	Bos taurus	lung	USA: Nebraska	-	2017	FEB	27	585	-
MH421870	-	-	C/Bovine/Minisoda/18/2017	6	6	Bos taurus	nasal swab	USA: Minisoda	-	2017	MAR	7	580	-
MH421871	-	-	C/Bovine/Kansas/20/2017	6	6	Bos taurus	lung	USA: Kansas	-	2017	OCT	10	587	-
MH421872	-	-	C/Bovine/Kansas/21/2017	6	6	Bos taurus	lung	USA: Kansas	-	2017	NOV	22	587	-
MH421873	-	-	C/Bovine/Montana/22/2016	6	6	Bos taurus	nasal swab	USA: Montana	-	2016	NOV	15	580	-
OK254888	-	-	C/canine/China/Guangzhou-1/2020	4	4	Canis familiaris	nasal swab	China	-	2020	-	-	1965	-
OK254889	-	-	C/canine/China/Guangzhou-1/2020	6	6	Canis familiaris	nasal swab	China	-	2020	-	-	1122	-
OK254890	-	-	C/canine/China/Guangzhou-1/2020	5	5	Canis familiaris	nasal swab	China	-	2020	-	-	1695	-
OK254891	-	-	C/canine/China/Guangzhou-1/2020	7	7	Canis familiaris	nasal swab	China	-	2020	-	-	738	-
OK254892	-	-	C/canine/China/Guangzhou-1/2020	3	3	Canis familiaris	nasal swab	China	-	2020	-	-	2127	-
OK254893	-	-	C/canine/China/Guangzhou-1/2020	2	2	Canis familiaris	nasal swab	China	-	2020	-	-	2262	-
OK254894	-	-	C/canine/China/Guangzhou-1/2020	1	1	Canis familiaris	nasal swab	China	-	2020	-	-	2325	-
OK254895	-	-	C/canine/China/Guangzhou-2/2020	4	4	Canis familiaris	nasal swab	China	-	2020	-	-	1965	-
OK254896	-	-	C/canine/China/Guangzhou-2/2020	6	6	Canis familiaris	nasal swab	China	-	2020	-	-	1122	-
OK254897	-	-	C/canine/China/Guangzhou-2/2020	5	5	Canis familiaris	nasal swab	China	-	2020	-	-	1695	-
OK254898	-	-	C/canine/China/Guangzhou-2/2020	7	7	Canis familiaris	nasal swab	China	-	2020	-	-	738	-
OK254899	-	-	C/canine/China/Guangzhou-2/2020	3	3	Canis familiaris	nasal swab	China	-	2020	-	-	2127	-
OK254900	-	-	C/canine/China/Guangzhou-2/2020	2	2	Canis familiaris	nasal swab	China	-	2020	-	-	2262	-
OK254901	-	-	C/canine/China/Guangzhou-2/2020	1	1	Canis familiaris	nasal swab	China	-	2020	-	-	2325	-
AJ872181	-	-	C/Johannesburg/1/66	4	4	Canis familiaris Madin-Darby kidney cells (type I)	-	-	-	-	-	-	2073	15831958
LC630941	-	-	C/Yamagata/8/2002	4	4	Homo sapience	-	Japan:Yamagata	-	2002	-	-	1986	-
AB000604	-	-	C/Johannesburg/66	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000605	-	-	C/Sapporo/71	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000606	-	-	C/Kanagawa/1/76	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000607	-	-	C/Miyagi/77	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000608	-	-	C/California/78	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000609	-	-	C/Kyoto/1/79	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000610	-	-	C/Hyogo/1/83	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000611	-	-	C/Yamagata/1/86	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000612	-	-	C/Yamagata/8/88	6	6	Homo sapiens	-	-	-	-	-	-	1137	9354270
AB000613	-	-	C/Yamagata/10/89	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000614	-	-	C/Miyagi/9/91	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000720	-	-	C/Mississippi/80	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000721	-	-	C/Yamagata/26/81	6	6	Homo sapiens	-	-	-	-	-	-	1137	9354270
AB000722	-	-	C/pig/Beijing/115/81	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000723	-	-	C/Nara/82	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000724	-	-	C/Kyoto/41/82	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000725	-	-	C/England/83	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB000726	-	-	C/Nara/1/85	6	6	Homo sapiens	-	-	-	-	-	-	1137	9354270
AB000727	-	-	C/Nara/2/85	6	6	Homo sapiens	-	-	-	-	-	-	1137	9354270
AB000728	-	-	C/Yamagata/9/88	6	6	Homo sapiens	-	-	-	-	-	-	1136	9354270
AB002469	-	-	C/Yamagata/1/88	7	7	Homo sapiens	-	-	-	-	-	-	918	1388016
AB811846	-	-	C/Mie/188/2012	-	4	Homo sapiens	-	Japan:Mie	-	2012	-	-	970	24647258
AB811847	-	-	C/Mie/231/2012	-	4	Homo sapiens	-	Japan:Mie	-	2012	-	-	1926	24647258
AB899775	-	-	C/Yamagata/7/81	-	4	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	1986	25017953
AB899776	-	-	C/Yamagata/10/81	-	4	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	1986	25017953
AB899777	-	-	C/Yamagata/4/92	-	4	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	1926	25017953
AB899778	-	-	C/Yamagata/7/2002	-	4	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	1926	25017953
AB899779	-	-	C/Yamagata/14/2004	-	4	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1926	25017953
AB899780	-	-	C/Yamagata/2/2010	-	4	Homo sapiens	-	Japan:Yamagata	-	2010	-	-	1986	25017953
AB899781	-	-	C/Yamagata/4/2012	-	4	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1986	25017953
AB899782	-	-	C/Yamagata/29/2012	-	4	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1986	25017953
AB978548	-	-	C/Leyte/1/2011	4	4	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1926	25552361
AB978549	-	-	C/Leyte/2/2011	4	4	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1926	25552361
AB978550	-	-	C/Leyte/3/2011	4	4	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1926	25552361
AB978551	-	-	C/Leyte/4/2011	4	4	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1926	25552361
AB978552	-	-	C/Leyte/5/2011	4	4	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1926	25552361
AB978553	-	-	C/Sendai/TU1/2008	4	4	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1926	25552361
AB978554	-	-	C/Sendai/TU2/2008	4	4	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1926	25552361
AB978555	-	-	C/Sendai/TU3/2008	4	4	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1926	25552361
AB978556	-	-	C/Sendai/TU4/2008	4	4	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1926	25552361
AB978557	-	-	C/Sendai/TU5/2008	4	4	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1926	25552361
AB978558	-	-	C/Sendai/TU1/2012	4	4	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1926	25552361
AB978559	-	-	C/Sendai/TU2/2012	4	4	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1926	25552361
AB978560	-	-	C/Biliran/1/2013	4	4	Homo sapiens	-	Philippines: Biliran	-	-	-	-	1926	25552361
AB978561	-	-	C/Biliran/2/2013	4	4	Homo sapiens	-	Philippines: Biliran	-	-	-	-	1926	25552361
AB978562	-	-	C/Biliran/3/2013	4	4	Homo sapiens	-	Philippines: Biliran	-	-	-	-	1926	25552361
AB978563	-	-	C/Leyte/1/2013	4	4	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1926	25552361
AB978564	-	-	C/Leyte/2/2013	4	4	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1926	25552361
AB978565	-	-	C/Leyte/3/2013	4	4	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1926	25552361
AB978566	-	-	C/Palawan/1/2013	4	4	Homo sapiens	-	Philippines: Palawan	-	-	-	-	1926	25552361
AB979704	-	-	C/Leyte/1/2011	1	1	Homo sapiens	-	Philippines:Leyte	-	2011	-	-	469	-
AB979705	-	-	C/Leyte/2/2011	1	1	Homo sapiens	-	Philippines:Leyte	-	2011	-	-	469	-
AB979706	-	-	C/Leyte/3/2011	1	1	Homo sapiens	-	Philippines:Leyte	-	2011	-	-	469	-
AB979707	-	-	C/Sendai/TU1/2008	1	1	Homo sapiens	-	Japan:Miyagi, Sendai	-	2008	-	-	469	-
AB979708	-	-	C/Sendai/TU2/2008	1	1	Homo sapiens	-	Japan:Miyagi, Sendai	-	2008	-	-	469	-
AB979709	-	-	C/Sendai/TU3/2008	1	1	Homo sapiens	-	Japan:Miyagi, Sendai	-	2008	-	-	469	-
AB979710	-	-	C/Sendai/TU5/2008	1	1	Homo sapiens	-	Japan:Miyagi, Sendai	-	2008	-	-	469	-
AB979711	-	-	C/Sendai/TU1/2012	1	1	Homo sapiens	-	Japan:Miyagi, Sendai	-	2012	-	-	469	-
AB979712	-	-	C/Sendai/TU2/2012	1	1	Homo sapiens	-	Japan:Miyagi, Sendai	-	2012	-	-	469	-
AB979713	-	-	C/Biliran/1/2013	1	1	Homo sapiens	-	Philippines:Biliran	-	2013	-	-	469	-
AB979714	-	-	C/Biliran/2/2013	1	1	Homo sapiens	-	Philippines:Biliran	-	2013	-	-	469	-
AB979715	-	-	C/Biliran/3/2013	1	1	Homo sapiens	-	Philippines:Biliran	-	2013	-	-	469	-
AB979716	-	-	C/Leyte/1/2013	1	1	Homo sapiens	-	Philippines:Leyte	-	2013	-	-	469	-
AB979717	-	-	C/Leyte/2/2013	1	1	Homo sapiens	-	Philippines:Leyte	-	2013	-	-	469	-
AB979718	-	-	C/Leyte/3/2013	1	1	Homo sapiens	-	Philippines:Leyte	-	2013	-	-	469	-
AB979719	-	-	C/Palawan/1/2013	1	1	Homo sapiens	-	Philippines:Palawan	-	2013	-	-	469	-
AB980262	-	-	C/Leyte/1/2011	2	2	Homo sapiens	-	Philippines: Leyte	-	-	-	-	376	-
AB980263	-	-	C/Leyte/2/2011	2	2	Homo sapiens	-	Philippines: Leyte	-	-	-	-	376	-
AB980264	-	-	C/Leyte/3/2011	2	2	Homo sapiens	-	Philippines: Leyte	-	-	-	-	376	-
AB980265	-	-	C/Sendai/TU1/2008	2	2	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	376	-
AB980266	-	-	C/Sendai/TU2/2008	2	2	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	376	-
AB980267	-	-	C/Sendai/TU3/2008	2	2	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	376	-
AB980268	-	-	C/Sendai/TU5/2008	2	2	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	376	-
AB980269	-	-	C/Sendai/TU1/2012	2	2	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	376	-
AB980270	-	-	C/Sendai/TU2/2012	2	2	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	376	-
AB980271	-	-	C/Biliran/1/2013	2	2	Homo sapiens	-	Philippines: Biliran	-	-	-	-	376	-
AB980272	-	-	C/Biliran/2/2013	2	2	Homo sapiens	-	Philippines: Biliran	-	-	-	-	376	-
AB980273	-	-	C/Biliran/3/2013	2	2	Homo sapiens	-	Philippines: Biliran	-	-	-	-	376	-
AB980274	-	-	C/Leyte/1/2013	2	2	Homo sapiens	-	Philippines: Leyte	-	-	-	-	376	-
AB980275	-	-	C/Leyte/2/2013	2	2	Homo sapiens	-	Philippines: Leyte	-	-	-	-	376	-
AB980276	-	-	C/Leyte/3/2013	2	2	Homo sapiens	-	Philippines: Leyte	-	-	-	-	376	-
AB980277	-	-	C/Palawan/1/2013	2	2	Homo sapiens	-	Philippines: Palawan	-	-	-	-	376	-
AB981322	-	-	C/Leyte/1/2011	3	3	Homo sapiens	-	Philippines: Leyte	-	-	-	-	372	-
AB981323	-	-	C/Leyte/2/2011	3	3	Homo sapiens	-	Philippines: Leyte	-	-	-	-	372	-
AB981324	-	-	C/Leyte/3/2011	3	3	Homo sapiens	-	Philippines: Leyte	-	-	-	-	372	-
AB981325	-	-	C/Sendai/TU1/2008	3	3	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	372	-
AB981326	-	-	C/Sendai/TU2/2008	3	3	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	372	-
AB981327	-	-	C/Sendai/TU3/2008	3	3	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	372	-
AB981328	-	-	C/Sendai/TU5/2008	3	3	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	372	-
AB981329	-	-	C/Sendai/TU1/2012	3	3	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	372	-
AB981330	-	-	C/Sendai/TU2/2012	3	3	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	372	-
AB981331	-	-	C/Leyte/1/2013	3	3	Homo sapiens	-	Philippines: Leyte	-	-	-	-	372	-
AB981332	-	-	C/Leyte/2/2013	3	3	Homo sapiens	-	Philippines: Leyte	-	-	-	-	372	-
AB981333	-	-	C/Leyte/3/2013	3	3	Homo sapiens	-	Philippines: Leyte	-	-	-	-	372	-
AB981334	-	-	C/Biliran/1/2013	3	3	Homo sapiens	-	Philippines: Biliran	-	-	-	-	372	-
AB981335	-	-	C/Biliran/2/2013	3	3	Homo sapiens	-	Philippines: Biliran	-	-	-	-	372	-
AB981336	-	-	C/Biliran/3/2013	3	3	Homo sapiens	-	Philippines: Biliran	-	-	-	-	372	-
AB981337	-	-	C/Palawan/1/2013	3	3	Homo sapiens	-	Philippines: Palawan	-	-	-	-	372	-
AB981422	-	-	C/Leyte/1/2011	-	5	Homo sapiens	-	Philippines: Leyte	-	-	-	-	600	-
AB981423	-	-	C/Leyte/2/2011	-	5	Homo sapiens	-	Philippines: Leyte	-	-	-	-	600	-
AB981424	-	-	C/Leyte/3/2011	-	5	Homo sapiens	-	Philippines: Leyte	-	-	-	-	600	-
AB981425	-	-	C/Sendai/TU1/2008	-	5	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	600	-
AB981426	-	-	C/Sendai/TU2/2008	-	5	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	600	-
AB981427	-	-	C/Sendai/TU3/2008	-	5	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	600	-
AB981428	-	-	C/Sendai/TU5/2008	-	5	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	600	-
AB981429	-	-	C/Sendai/TU1/2012	-	5	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	600	-
AB981430	-	-	C/Sendai/TU2/2012	-	5	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	600	-
AB981431	-	-	C/Biliran/1/2013	-	5	Homo sapiens	-	Philippines: Biliran	-	-	-	-	600	-
AB981432	-	-	C/Biliran/2/2013	-	5	Homo sapiens	-	Philippines: Biliran	-	-	-	-	600	-
AB981433	-	-	C/Biliran/3/2013	-	5	Homo sapiens	-	Philippines: Biliran	-	-	-	-	600	-
AB981434	-	-	C/Leyte/1/2013	-	5	Homo sapiens	-	Philippines: Leyte	-	-	-	-	600	-
AB981435	-	-	C/Leyte/2/2013	-	5	Homo sapiens	-	Philippines: Leyte	-	-	-	-	600	-
AB981436	-	-	C/Leyte/3/2013	-	5	Homo sapiens	-	Philippines: Leyte	-	-	-	-	600	-
AB981437	-	-	C/Palawan/1/2013	-	5	Homo sapiens	-	Philippines: Palawan	-	-	-	-	600	-
AB982131	-	-	C/Leyte/1/2011	6	6	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1122	-
AB982132	-	-	C/Leyte/2/2011	6	6	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1122	-
AB982133	-	-	C/Leyte/3/2011	6	6	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1122	-
AB982134	-	-	C/Sendai/TU1/2008	6	6	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1122	-
AB982135	-	-	C/Sendai/TU2/2008	6	6	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1122	-
AB982136	-	-	C/Sendai/TU3/2008	6	6	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1122	-
AB982137	-	-	C/Sendai/TU5/2008	6	6	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1122	-
AB982138	-	-	C/Sendai/TU1/2012	6	6	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1122	-
AB982139	-	-	C/Sendai/TU2/2012	6	6	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	1122	-
AB982140	-	-	C/Biliran/1/2013	6	6	Homo sapiens	-	Philippines: Biliran	-	-	-	-	1122	-
AB982141	-	-	C/Biliran/2/2013	6	6	Homo sapiens	-	Philippines: Biliran	-	-	-	-	1122	-
AB982142	-	-	C/Biliran/3/2013	6	6	Homo sapiens	-	Philippines: Biliran	-	-	-	-	1122	-
AB982143	-	-	C/Leyte/1/2013	6	6	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1122	-
AB982144	-	-	C/Leyte/2/2013	6	6	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1122	-
AB982145	-	-	C/Leyte/3/2013	6	6	Homo sapiens	-	Philippines: Leyte	-	-	-	-	1122	-
AB982146	-	-	C/Palawan/1/2013	6	6	Homo sapiens	-	Philippines: Palawan	-	-	-	-	1122	-
AB985616	-	-	C/Leyte/1/2011	7	7	Homo sapiens	-	Philippines: Leyte	-	-	-	-	862	-
AB985617	-	-	C/Leyte/2/2011	7	7	Homo sapiens	-	Philippines: Leyte	-	-	-	-	862	-
AB985618	-	-	C/Leyte/3/2011	7	7	Homo sapiens	-	Philippines: Leyte	-	-	-	-	862	-
