sequenceID	full_name	isolate	gb_segment	rec_segment	rec_subtype	gb_subtype	gb_year	gb_month	gb_day	gb_source	gb_lab_host	pubmed_id	length	gb_host	gb_country	gb_place_sampled	m49_country.m49_region	m49_country.m49_intermediate_region	m49_country.m49_sub_region
FJ966238	Influenza B virus (B/Myanmar/M239/2007)	B/Myanmar/M239/2007	6	6	-	-	2007	AUG	11	-	-	19776616	1401	Homo sapiens	Myanmar	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/south_eastern_asia
FJ966240	Influenza B virus (B/Myanmar/M244/2007)	B/Myanmar/M244/2007	6	6	-	-	2007	AUG	11	-	-	19776616	1401	Homo sapiens	Myanmar	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/south_eastern_asia
FJ966242	Influenza B virus (B/Myanmar/M254/2007)	B/Myanmar/M254/2007	6	6	-	-	2007	AUG	13	-	-	19776616	1401	Homo sapiens	Myanmar	-	custom-table-row/m49_region/asia	-	custom-table-row/m49_sub_region/south_eastern_asia
GM968007	Influenza B virus	-	-	8	-	-	-	-	-	-	-	-	1050	-	-	-	-	-	-
GM968008	Influenza B virus	-	-	7	-	-	-	-	-	-	-	-	1171	-	-	-	-	-	-
GM968009	Influenza B virus	-	-	6	-	-	-	-	-	-	-	-	1479	-	-	-	-	-	-
GM968010	Influenza B virus	-	-	5	-	-	-	-	-	-	-	-	1732	-	-	-	-	-	-
GM968011	Influenza B virus	-	-	4	Yamagata	-	-	-	-	-	-	-	1837	-	-	-	-	-	-
GM968012	Influenza B virus	-	-	3	-	-	-	-	-	-	-	-	2255	-	-	-	-	-	-
GM968013	Influenza B virus	-	-	2	-	-	-	-	-	-	-	-	2360	-	-	-	-	-	-
GM968014	Influenza B virus	-	-	1	-	-	-	-	-	-	-	-	2331	-	-	-	-	-	-
GN364865	Influenza B virus	-	-	2	-	-	-	-	-	-	-	-	2313	-	-	-	-	-	-
GQ150339	Influenza B virus (B/Sydney/55/2008)	B/Sydney/55/2008	4	4	Yamagata	-	2008	JUN	19	-	-	-	1849	Homo sapiens	Australia	New South Wales, Liverpool	custom-table-row/m49_region/oceania	-	custom-table-row/m49_sub_region/australia_and_new_zealand
GQ246471	Influenza B virus (B/Milan/01/2008)	B/Milan/01/2008	4	4	Yamagata	-	2008	JAN	15	-	-	-	1104	Homo sapiens	Italy	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/southern_europe
GQ246472	Influenza B virus (B/Milan/02/2008)	B/Milan/02/2008	4	4	Victoria	-	2008	JAN	25	-	-	-	1093	Homo sapiens	Italy	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/southern_europe
GQ246473	Influenza B virus (B/Milan/04/2008)	B/Milan/04/2008	4	4	Victoria	-	2008	JAN	29	-	-	-	1097	Homo sapiens	Italy	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/southern_europe
GQ246474	Influenza B virus (B/Milan/08/2008)	B/Milan/08/2008	4	4	Yamagata	-	2008	FEB	6	-	-	-	1115	Homo sapiens	Italy	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/southern_europe
GQ246475	Influenza B virus (B/Milan/15/2008)	B/Milan/15/2008	4	4	Yamagata	-	2008	FEB	29	-	-	-	1110	Homo sapiens	Italy	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/southern_europe
GQ246476	Influenza B virus (B/Milan/16/2008)	B/Milan/16/2008	4	4	Yamagata	-	2008	MAR	10	-	-	-	1110	Homo sapiens	Italy	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/southern_europe
GQ246477	Influenza B virus (B/Milan/17/2008)	B/Milan/17/2008	4	4	Yamagata	-	2008	MAR	18	-	-	-	1116	Homo sapiens	Italy	-	custom-table-row/m49_region/europe	-	custom-table-row/m49_sub_region/southern_europe
GQ340562	Influenza B virus (B/Pennsylvania/11/2007)	B/Pennsylvania/11/2007	6	6	-	-	2007	NOV	3	-	-	-	1401	Homo sapiens	USA	Pennsylvania state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340563	Influenza B virus (B/Hawaii/6/2008)	B/Hawaii/6/2008	6	6	-	-	2008	DEC	12	-	-	-	1401	Homo sapiens	USA	Hawaii state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340564	Influenza B virus (B/Hawaii/6/2008)	B/Hawaii/6/2008	4	4	Victoria	-	2008	DEC	12	-	-	-	1758	Homo sapiens	USA	Hawaii state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340565	Influenza B virus (B/Florida/10/2008)	B/Florida/10/2008	6	6	-	-	2008	OCT	27	-	-	-	1401	Homo sapiens	USA	Florida state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340566	Influenza B virus (B/Florida/10/2008)	B/Florida/10/2008	4	4	Yamagata	-	2008	OCT	27	-	-	-	1755	Homo sapiens	USA	Florida state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340567	Influenza B virus (B/Alaska/09/2008)	B/Alaska/09/2008	6	6	-	-	2008	DEC	10	-	-	-	1401	Homo sapiens	USA	Alaska state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340568	Influenza B virus (B/Alaska/09/2008)	B/Alaska/09/2008	4	4	Victoria	-	2008	DEC	10	-	-	-	1758	Homo sapiens	USA	Alaska state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340569	Influenza B virus (B/Florida/28/2008)	B/Florida/28/2008	6	6	-	-	2008	DEC	12	-	-	-	1401	Homo sapiens	USA	Florida state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340570	Influenza B virus (B/Florida/28/2008)	B/Florida/28/2008	4	4	Victoria	-	2008	DEC	12	-	-	-	1758	Homo sapiens	USA	Florida state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340571	Influenza B virus (B/Illinois/01/2009)	B/Illinois/01/2009	4	4	Victoria	-	2009	JAN	2	-	-	-	1758	Homo sapiens	USA	Illinois state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340572	Influenza B virus (B/Tennessee/01/2009)	B/Tennessee/01/2009	6	6	-	-	2009	JAN	19	-	-	-	1401	Homo sapiens	USA	Tennessee state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340573	Influenza B virus (B/Tennessee/01/2009)	B/Tennessee/01/2009	4	4	Victoria	-	2009	JAN	19	-	-	-	1758	Homo sapiens	USA	Tennessee state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340574	Influenza B virus (B/North Dakota/01/2009)	B/North Dakota/01/2009	6	6	-	-	2009	FEB	5	-	-	-	1401	Homo sapiens	USA	North Carolina state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340575	Influenza B virus (B/North Dakota/01/2009)	B/North Dakota/01/2009	4	4	Victoria	-	2009	FEB	5	-	-	-	1758	Homo sapiens	USA	North Carolina state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340576	Influenza B virus (B/Texas/04/2009)	B/Texas/04/2009	6	6	-	-	2009	FEB	4	-	-	-	1401	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340577	Influenza B virus (B/Texas/04/2009)	B/Texas/04/2009	4	4	Victoria	-	2009	FEB	4	-	-	-	1758	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340578	Influenza B virus (B/Idaho/03/2008)	B/Idaho/03/2008	6	6	-	-	2008	FEB	11	-	-	-	1401	Homo sapiens	USA	Idaho state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340579	Influenza B virus (B/Georgia/02/2008)	B/Georgia/02/2008	6	6	-	-	2008	NOV	28	-	-	-	1401	Homo sapiens	USA	Georgia state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340580	Influenza B virus (B/Georgia/02/2008)	B/Georgia/02/2008	4	4	Victoria	-	2008	NOV	28	-	-	-	1758	Homo sapiens	USA	Georgia state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340581	Influenza B virus (B/Pennsylvania/04/2008)	B/Pennsylvania/04/2008	6	6	-	-	2008	DEC	31	-	-	-	1401	Homo sapiens	USA	Pennsylvania state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340582	Influenza B virus (B/Pennsylvania/04/2008)	B/Pennsylvania/04/2008	4	4	Victoria	-	2008	DEC	31	-	-	-	1758	Homo sapiens	USA	Pennsylvania state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340583	Influenza B virus (B/Maryland/01/2009)	B/Maryland/01/2009	6	6	-	-	2009	JAN	9	-	-	-	1401	Homo sapiens	USA	Maryland state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340584	Influenza B virus (B/Maryland/01/2009)	B/Maryland/01/2009	4	4	Victoria	-	2009	JAN	9	-	-	-	1758	Homo sapiens	USA	Maryland state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340585	Influenza B virus (B/South Carolina/02/2009)	B/South Carolina/02/2009	6	6	-	-	2009	FEB	3	-	-	-	1401	Homo sapiens	USA	South Carolina state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340586	Influenza B virus (B/South Carolina/02/2009)	B/South Carolina/02/2009	4	4	Victoria	-	2009	FEB	3	-	-	-	1758	Homo sapiens	USA	South Carolina state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340587	Influenza B virus (B/Wisconsin/01/2009)	B/Wisconsin/01/2009	6	6	-	-	2009	FEB	2	-	-	-	1401	Homo sapiens	USA	Wisconsin state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340588	Influenza B virus (B/Wisconsin/01/2009)	B/Wisconsin/01/2009	4	4	Victoria	-	2009	FEB	2	-	-	-	1758	Homo sapiens	USA	Wisconsin state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340589	Influenza B virus (B/Hawaii/01/2009)	B/Hawaii/01/2009	6	6	-	-	2009	JAN	26	-	-	-	1401	Homo sapiens	USA	Hawaii state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340590	Influenza B virus (B/Hawaii/01/2009)	B/Hawaii/01/2009	4	4	Victoria	-	2009	JAN	26	-	-	-	1758	Homo sapiens	USA	Hawaii state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340591	Influenza B virus (B/North Carolina/01/2009)	B/North Carolina/01/2009	4	4	Yamagata	-	2009	FEB	3	-	-	-	1755	Homo sapiens	USA	North Carolina state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340592	Influenza B virus (B/New Jersey/06/2008)	B/New Jersey/06/2008	4	4	Yamagata	-	2008	APR	26	-	-	-	1755	Homo sapiens	USA	New Jersey state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340593	Influenza B virus (B/Florida/26/2008)	B/Florida/26/2008	4	4	Victoria	-	2008	DEC	10	-	-	-	1758	Homo sapiens	USA	Florida state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340594	Influenza B virus (B/New Hampshire/02/2008)	B/New Hampshire/02/2008	6	6	-	-	2008	DEC	10	-	-	-	1401	Homo sapiens	USA	New Hampshire state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340595	Influenza B virus (B/New Hampshire/02/2008)	B/New Hampshire/02/2008	4	4	Yamagata	-	2008	DEC	10	-	-	-	1755	Homo sapiens	USA	New Hampshire state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340596	Influenza B virus (B/South Carolina/01/2009)	B/South Carolina/01/2009	4	4	Victoria	-	2009	JAN	20	-	-	-	1758	Homo sapiens	USA	South Carolina state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340597	Influenza B virus (B/New Jersey/11/2008)	B/New Jersey/11/2008	6	6	-	-	2008	DEC	29	-	-	-	1401	Homo sapiens	USA	New Jersey state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340598	Influenza B virus (B/New Jersey/11/2008)	B/New Jersey/11/2008	4	4	Yamagata	-	2008	DEC	29	-	-	-	1755	Homo sapiens	USA	New Jersey state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340599	Influenza B virus (B/Montana/01/2009)	B/Montana/01/2009	6	6	-	-	2009	JAN	15	-	-	-	1401	Homo sapiens	USA	Montana state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340600	Influenza B virus (B/Montana/01/2009)	B/Montana/01/2009	4	4	Victoria	-	2009	JAN	15	-	-	-	1758	Homo sapiens	USA	Montana state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340601	Influenza B virus (B/Texas/02/2009)	B/Texas/02/2009	4	4	Yamagata	-	2009	JAN	15	-	-	-	1755	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340602	Influenza B virus (B/Nebraska/01/2009)	B/Nebraska/01/2009	4	4	Victoria	-	2009	JAN	29	-	-	-	1758	Homo sapiens	USA	Nebraska state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340603	Influenza B virus (B/Texas/05/2009)	B/Texas/05/2009	6	6	-	-	2009	FEB	4	-	-	-	1401	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340604	Influenza B virus (B/Texas/05/2009)	B/Texas/05/2009	4	4	Victoria	-	2009	FEB	4	-	-	-	1758	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340605	Influenza B virus (B/Idaho/01/2009)	B/Idaho/01/2009	6	6	-	-	2009	FEB	9	-	-	-	1401	Homo sapiens	USA	Idaho state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340606	Influenza B virus (B/Idaho/01/2009)	B/Idaho/01/2009	4	4	Victoria	-	2009	FEB	9	-	-	-	1758	Homo sapiens	USA	Idaho state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340607	Influenza B virus (B/Hawaii/01/2009)	B/Hawaii/01/2009	6	6	-	-	2009	JAN	26	-	-	-	1401	Homo sapiens	USA	Hawaii state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340608	Influenza B virus (B/Hawaii/01/2009)	B/Hawaii/01/2009	4	4	Victoria	-	2009	JAN	26	-	-	-	1758	Homo sapiens	USA	Hawaii state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340609	Influenza B virus (B/Nebraska/03/2008)	B/Nebraska/03/2008	6	6	-	-	2008	APR	14	-	-	-	1401	Homo sapiens	USA	Nebraska state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340610	Influenza B virus (B/South Carolina/01/2008)	B/South Carolina/01/2008	6	6	-	-	2008	MAR	20	-	-	-	1401	Homo sapiens	USA	South Carolina state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340611	Influenza B virus (B/Virginia/01/2008)	B/Virginia/01/2008	6	6	-	-	2008	DEC	26	-	-	-	1401	Homo sapiens	USA	Virginia state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340612	Influenza B virus (B/Virginia/01/2008)	B/Virginia/01/2008	4	4	Victoria	-	2008	DEC	26	-	-	-	1758	Homo sapiens	USA	Virginia state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340613	Influenza B virus (B/Pennsylvania/04/2008)	B/Pennsylvania/04/2008	6	6	-	-	2008	DEC	31	-	-	-	1401	Homo sapiens	USA	Pennsylvania state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340614	Influenza B virus (B/Pennsylvania/04/2008)	B/Pennsylvania/04/2008	4	4	Victoria	-	2008	DEC	31	-	-	-	1758	Homo sapiens	USA	Pennsylvania state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340615	Influenza B virus (B/New Jersey/10/2008)	B/New Jersey/10/2008	6	6	-	-	2008	DEC	11	-	-	-	1401	Homo sapiens	USA	New Jersey state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340616	Influenza B virus (B/New Jersey/10/2008)	B/New Jersey/10/2008	4	4	Yamagata	-	2008	DEC	11	-	-	-	1755	Homo sapiens	USA	New Jersey state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340617	Influenza B virus (B/Indiana/03/2009)	B/Indiana/03/2009	6	6	-	-	2009	FEB	6	-	-	-	1401	Homo sapiens	USA	Indiana state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340618	Influenza B virus (B/Indiana/03/2009)	B/Indiana/03/2009	4	4	Victoria	-	2009	FEB	6	-	-	-	1758	Homo sapiens	USA	Indiana state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340619	Influenza B virus (B/Maryland/03/2008)	B/Maryland/03/2008	6	6	-	-	2008	NOV	20	-	-	-	1401	Homo sapiens	USA	Maryland state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340620	Influenza B virus (B/Maryland/03/2008)	B/Maryland/03/2008	4	4	Yamagata	-	2008	NOV	20	-	-	-	1755	Homo sapiens	USA	Maryland state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340621	Influenza B virus (B/Alaska/03/2008)	B/Alaska/03/2008	6	6	-	-	2008	OCT	6	-	-	-	1401	Homo sapiens	USA	Alaska state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340622	Influenza B virus (B/Wisconsin/11/2008)	B/Wisconsin/11/2008	6	6	-	-	2008	FEB	5	-	-	-	1401	Homo sapiens	USA	Wisconsin state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340623	Influenza B virus (B/Oklahoma/03/2007)	B/Oklahoma/03/2007	4	4	Yamagata	-	2007	NOV	1	-	-	-	1755	Homo sapiens	USA	Oklahoma state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340624	Influenza B virus (B/Oklahoma/03/2007)	B/Oklahoma/03/2007	6	6	-	-	2007	NOV	1	-	-	-	1401	Homo sapiens	USA	Oklahoma state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340625	Influenza B virus (B/Texas/23/2008)	B/Texas/23/2008	6	6	-	-	2008	OCT	22	-	-	-	1401	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340626	Influenza B virus (B/Texas/23/2008)	B/Texas/23/2008	4	4	Victoria	-	2008	OCT	22	-	-	-	1758	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340627	Influenza B virus (B/Alaska/10/2008)	B/Alaska/10/2008	4	4	Yamagata	-	2008	-	-	-	-	-	1755	Homo sapiens	USA	Alaska state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340628	Influenza B virus (B/Georgia/01/2009)	B/Georgia/01/2009	6	6	-	-	2009	JAN	15	-	-	-	1401	Homo sapiens	USA	Georgia state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340629	Influenza B virus (B/Georgia/01/2009)	B/Georgia/01/2009	4	4	Victoria	-	2009	JAN	15	-	-	-	1758	Homo sapiens	USA	Georgia state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340630	Influenza B virus (B/Montana/01/2009)	B/Montana/01/2009	6	6	-	-	2009	JAN	15	-	-	-	1401	Homo sapiens	USA	Montana state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340631	Influenza B virus (B/Montana/01/2009)	B/Montana/01/2009	4	4	Victoria	-	2009	JAN	15	-	-	-	1758	Homo sapiens	USA	Montana state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340632	Influenza B virus (B/New Hampshire/01/2009)	B/New Hampshire/01/2009	6	6	-	-	2009	JAN	9	-	-	-	1401	Homo sapiens	USA	New Hampshire state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340633	Influenza B virus (B/New Hampshire/01/2009)	B/New Hampshire/01/2009	4	4	Victoria	-	2009	JAN	9	-	-	-	1758	Homo sapiens	USA	New Hampshire state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340636	Influenza B virus (B/Texas/38/2008)	B/Texas/38/2008	6	6	-	-	2008	DEC	18	-	-	19887086	1401	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340637	Influenza B virus (B/Texas/38/2008)	B/Texas/38/2008	4	4	Yamagata	-	2008	DEC	18	-	-	-	1755	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340638	Influenza B virus (B/Texas/42/2008)	B/Texas/42/2008	6	6	-	-	2008	DEC	31	-	-	-	1401	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340639	Influenza B virus (B/Texas/42/2008)	B/Texas/42/2008	4	4	Victoria	-	2008	DEC	31	-	-	-	1758	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340640	Influenza B virus (B/Virginia/01/2009)	B/Virginia/01/2009	6	6	-	-	2009	JAN	5	-	-	-	1401	Homo sapiens	USA	Virginia state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340641	Influenza B virus (B/Virginia/01/2009)	B/Virginia/01/2009	4	4	Victoria	-	2009	JAN	5	-	-	-	1758	Homo sapiens	USA	Virginia state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340642	Influenza B virus (B/Missouri/01/2009)	B/Missouri/01/2009	6	6	-	-	2009	JAN	2	-	-	-	1401	Homo sapiens	USA	Missouri state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340643	Influenza B virus (B/Missouri/01/2009)	B/Missouri/01/2009	4	4	Victoria	-	2009	JAN	2	-	-	-	1758	Homo sapiens	USA	Missouri state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340644	Influenza B virus (B/New Mexico/01/2009)	B/New Mexico/01/2009	6	6	-	-	2009	JAN	8	-	-	-	1401	Homo sapiens	USA	New Mexico state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340645	Influenza B virus (B/New Mexico/01/2009)	B/New Mexico/01/2009	4	4	Yamagata	-	2009	JAN	8	-	-	-	1755	Homo sapiens	USA	New Mexico state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340646	Influenza B virus (B/New Jersey/01/2009)	B/New Jersey/01/2009	6	6	-	-	2009	JAN	16	-	-	-	1401	Homo sapiens	USA	New Jersey state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340647	Influenza B virus (B/New Jersey/01/2009)	B/New Jersey/01/2009	4	4	Victoria	-	2009	JAN	16	-	-	-	1758	Homo sapiens	USA	New Jersey state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340648	Influenza B virus (B/Minnesota/01/2009)	B/Minnesota/01/2009	6	6	-	-	2009	JAN	10	-	-	-	1401	Homo sapiens	USA	Minnesota state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340649	Influenza B virus (B/Minnesota/01/2009)	B/Minnesota/01/2009	4	4	Victoria	-	2009	JAN	10	-	-	-	1758	Homo sapiens	USA	Minnesota state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340650	Influenza B virus (B/Oregon/01/2009)	B/Oregon/01/2009	6	6	-	-	2009	FEB	24	-	-	-	1401	Homo sapiens	USA	Oregon state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340651	Influenza B virus (B/Oregon/01/2009)	B/Oregon/01/2009	4	4	Victoria	-	2009	FEB	24	-	-	-	1758	Homo sapiens	USA	Oregon state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340652	Influenza B virus (B/New Jersey/06/2008)	B/New Jersey/06/2008	6	6	-	-	2008	APR	26	-	-	-	1401	Homo sapiens	USA	New Jersey state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340653	Influenza B virus (B/Wisconsin/09/2008)	B/Wisconsin/09/2008	6	6	-	-	2008	FEB	5	-	-	-	1401	Homo sapiens	USA	Wisconsin state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340654	Influenza B virus (B/Tennessee/02/2009)	B/Tennessee/02/2009	6	6	-	-	2009	JAN	16	-	-	-	1401	Homo sapiens	USA	Tennessee state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340655	Influenza B virus (B/Tennessee/02/2009)	B/Tennessee/02/2009	4	4	Victoria	-	2009	JAN	16	-	-	-	1758	Homo sapiens	USA	Tennessee state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340656	Influenza B virus (B/Wisconsin/10/2008)	B/Wisconsin/10/2008	6	6	-	-	2008	FEB	5	-	-	-	1401	Homo sapiens	USA	Wisconsin state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340657	Influenza B virus (B/Wisconsin/08/2008)	B/Wisconsin/08/2008	6	6	-	-	2008	FEB	5	-	-	-	1401	Homo sapiens	USA	Wisconsin state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340658	Influenza B virus (B/Pennsylvania/03/2008)	B/Pennsylvania/03/2008	6	6	-	-	2008	DEC	15	-	-	-	1401	Homo sapiens	USA	Pennsylvania state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340659	Influenza B virus (B/Pennsylvania/03/2008)	B/Pennsylvania/03/2008	4	4	Victoria	-	2008	DEC	15	-	-	-	1758	Homo sapiens	USA	Pennsylvania state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340660	Influenza B virus (B/Texas/01/2009)	B/Texas/01/2009	6	6	-	-	2009	JAN	1	-	-	-	1401	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
GQ340661	Influenza B virus (B/Texas/01/2009)	B/Texas/01/2009	4	4	Victoria	-	2009	JAN	1	-	-	-	1758	Homo sapiens	USA	Texas state	custom-table-row/m49_region/americas	-	custom-table-row/m49_sub_region/northern_america
