sequenceID	source.name	rec_segment	gb_segment	gb_subtype	rec_subtype	gb_year	gb_month	gb_day	gb_country	length	pubmed_id	full_name	gb_lab_host	gb_host	isolate	gb_source	m49_country
AB684315	icv-ncbi-refseqs-seg5	5	5	-	-	2007	JAN	17	Japan	1754	22398038	Influenza C virus (C/Yamagata/1/2007)	-	-	C/Yamagata/1/2007	-	custom-table-row/m49_country/JPN
D78440	icv-ncbi-refseqs-seg5	5	5	-	-	-	-	-	-	600	8757991	Influenza C virus (C/Nara/2/85)	-	Homo sapiens	-	-	-
JX947862	icv-ncbi-refseqs-seg5	5	5	-	-	2011	JUL	15	India	1706	23523822	Influenza C virus (C/Eastern India/1202/2011)	-	Homo sapiens	C/Eastern India/1202/2011	-	custom-table-row/m49_country/IND
JX963110	icv-ncbi-refseqs-seg5	5	5	-	-	2006	MAY	18	Singapore	1682	-	Influenza C virus (C/Singapore/DSO-050530/2006)	-	Homo sapiens	C/Singapore/DSO-050530/2006	-	custom-table-row/m49_country/SGP
JX963111	icv-ncbi-refseqs-seg5	5	5	-	-	2006	NOV	17	Singapore	1669	-	Influenza C virus (C/Singapore/DSO-070170/2006)	-	Homo sapiens	C/Singapore/DSO-070170/2006	-	custom-table-row/m49_country/SGP
JX963112	icv-ncbi-refseqs-seg5	5	5	-	-	2006	NOV	29	Singapore	1662	-	Influenza C virus (C/Singapore/DSO-070193/2006)	-	Homo sapiens	C/Singapore/DSO-070193/2006	-	custom-table-row/m49_country/SGP
JX963113	icv-ncbi-refseqs-seg5	5	5	-	-	2006	DEC	4	Singapore	1682	-	Influenza C virus (C/Singapore/DSO-070203/2006)	-	Homo sapiens	C/Singapore/DSO-070203/2006	-	custom-table-row/m49_country/SGP
KM504281	icv-ncbi-refseqs-seg5	5	5	-	-	2012	-	-	Australia	1807	-	Influenza C virus (C/Victoria/2/2012)	-	Homo sapiens	C/Victoria/2/2012	-	custom-table-row/m49_country/AUS
KM507549	icv-ncbi-refseqs-seg5	5	5	-	-	2012	FEB	24	India	1677	-	Influenza C virus (C/India/P121719/2012)	-	Homo sapiens	C/India/P121719/2012	TS/NS	custom-table-row/m49_country/IND
KM507556	icv-ncbi-refseqs-seg5	5	5	-	-	2013	APR	25	India	1700	-	Influenza C virus (C/India/P135047/2013)	-	Homo sapiens	C/India/P135047/2013	TS/NS	custom-table-row/m49_country/IND
KT232086	icv-ncbi-refseqs-seg5	5	5	-	-	2011	JUN	10	India	1721	-	Influenza C virus (C/India/P119564/2011)	-	Homo sapiens	C/India/P119564/2011	TS/NS	custom-table-row/m49_country/IND
KT835356	icv-ncbi-refseqs-seg5	5	5	-	-	2007	-	-	United Kingdom	1635	26655269	Influenza C virus (C/Scotland/7383/2007)	-	Homo sapiens	C/Scotland/7383/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835357	icv-ncbi-refseqs-seg5	5	5	-	-	2007	-	-	United Kingdom	799	26655269	Influenza C virus (C/Scotland/7482/2007)	-	Homo sapiens	C/Scotland/7482/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835358	icv-ncbi-refseqs-seg5	5	5	-	-	2007	-	-	United Kingdom	1624	26655269	Influenza C virus (C/Scotland/7274/2007)	-	Homo sapiens	C/Scotland/7274/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835360	icv-ncbi-refseqs-seg5	5	5	-	-	2007	-	-	United Kingdom	1633	26655269	Influenza C virus (C/Scotland/6855/2007)	-	Homo sapiens	C/Scotland/6855/2007	respiratory sample	custom-table-row/m49_country/GBR
LC123723	icv-ncbi-refseqs-seg5	5	5	-	-	1954	-	-	USA	1745	27384661	Influenza C virus (C/Great Lakes/1167/1954)	-	Homo sapiens	C/Great Lakes/1167/1954	-	custom-table-row/m49_country/USA
LC123725	icv-ncbi-refseqs-seg5	5	5	-	-	1967	-	-	France	1749	27384661	Influenza C virus (C/Paris/1/67)	-	Homo sapiens	C/Paris/1/67	-	custom-table-row/m49_country/FRA
LC123731	icv-ncbi-refseqs-seg5	5	5	-	-	1978	-	-	USA	1756	27384661	Influenza C virus (C/California/78)	-	Homo sapiens	C/California/78	-	custom-table-row/m49_country/USA
LC123735	icv-ncbi-refseqs-seg5	5	5	-	-	1980	-	-	USA	1754	27384661	Influenza C virus (C/Mississippi/80)	-	Homo sapiens	C/Mississippi/80	-	custom-table-row/m49_country/USA
LC123748	icv-ncbi-refseqs-seg5	5	5	-	-	1992	-	-	Japan	1753	27384661	Influenza C virus (C/Yamagata/4/92)	-	Homo sapiens	C/Yamagata/4/92	-	custom-table-row/m49_country/JPN
LC123760	icv-ncbi-refseqs-seg5	5	5	-	-	2002	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/5/2002)	-	Homo sapiens	C/Yamagata/5/2002	-	custom-table-row/m49_country/JPN
LC123762	icv-ncbi-refseqs-seg5	5	5	-	-	2002	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/11/2002)	-	Homo sapiens	C/Miyagi/11/2002	-	custom-table-row/m49_country/JPN
LC123763	icv-ncbi-refseqs-seg5	5	5	-	-	2002	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/20/2002)	-	Homo sapiens	C/Miyagi/20/2002	-	custom-table-row/m49_country/JPN
LC123764	icv-ncbi-refseqs-seg5	5	5	-	-	2002	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/28/2002)	-	Homo sapiens	C/Miyagi/28/2002	-	custom-table-row/m49_country/JPN
LC123765	icv-ncbi-refseqs-seg5	5	5	-	-	2002	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/31/2002)	-	Homo sapiens	C/Miyagi/31/2002	-	custom-table-row/m49_country/JPN
LC123766	icv-ncbi-refseqs-seg5	5	5	-	-	2004	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/3/2004)	-	Homo sapiens	C/Yamagata/3/2004	-	custom-table-row/m49_country/JPN
LC123768	icv-ncbi-refseqs-seg5	5	5	-	-	2004	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/18/2004)	-	Homo sapiens	C/Yamagata/18/2004	-	custom-table-row/m49_country/JPN
LC123769	icv-ncbi-refseqs-seg5	5	5	-	-	2004	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/26/2004)	-	Homo sapiens	C/Yamagata/26/2004	-	custom-table-row/m49_country/JPN
LC123771	icv-ncbi-refseqs-seg5	5	5	-	-	2004	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/12/2004)	-	Homo sapiens	C/Miyagi/12/2004	-	custom-table-row/m49_country/JPN
LC123772	icv-ncbi-refseqs-seg5	5	5	-	-	2004	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/25/2004)	-	Homo sapiens	C/Miyagi/25/2004	-	custom-table-row/m49_country/JPN
LC123773	icv-ncbi-refseqs-seg5	5	5	-	-	2004	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/42/2004)	-	Homo sapiens	C/Miyagi/42/2004	-	custom-table-row/m49_country/JPN
LC123774	icv-ncbi-refseqs-seg5	5	5	-	-	2004	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/47/2004)	-	Homo sapiens	C/Miyagi/47/2004	-	custom-table-row/m49_country/JPN
LC123775	icv-ncbi-refseqs-seg5	5	5	-	-	2005	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/1/2005)	-	Homo sapiens	C/Yamagata/1/2005	-	custom-table-row/m49_country/JPN
LC123776	icv-ncbi-refseqs-seg5	5	5	-	-	2005	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/2/2005)	-	Homo sapiens	C/Yamagata/2/2005	-	custom-table-row/m49_country/JPN
LC123777	icv-ncbi-refseqs-seg5	5	5	-	-	2005	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/2/2005)	-	Homo sapiens	C/Miyagi/2/2005	-	custom-table-row/m49_country/JPN
LC123778	icv-ncbi-refseqs-seg5	5	5	-	-	2005	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/4/2005)	-	Homo sapiens	C/Miyagi/4/2005	-	custom-table-row/m49_country/JPN
LC123779	icv-ncbi-refseqs-seg5	5	5	-	-	2005	-	-	Japan	1754	27384661	Influenza C virus (C/Fukuoka/1/2005)	-	Homo sapiens	C/Fukuoka/1/2005	-	custom-table-row/m49_country/JPN
LC123780	icv-ncbi-refseqs-seg5	5	5	-	-	2006	-	-	Japan	1754	27384661	Influenza C virus (C/Fukuoka/2/2006)	-	Homo sapiens	C/Fukuoka/2/2006	-	custom-table-row/m49_country/JPN
LC123781	icv-ncbi-refseqs-seg5	5	5	-	-	2006	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/1/2006)	-	Homo sapiens	C/Yamagata/1/2006	-	custom-table-row/m49_country/JPN
LC123782	icv-ncbi-refseqs-seg5	5	5	-	-	2006	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/9/2006)	-	Homo sapiens	C/Yamagata/9/2006	-	custom-table-row/m49_country/JPN
LC123783	icv-ncbi-refseqs-seg5	5	5	-	-	2006	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/13/2006)	-	Homo sapiens	C/Yamagata/13/2006	-	custom-table-row/m49_country/JPN
LC123785	icv-ncbi-refseqs-seg5	5	5	-	-	2006	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/20/2006)	-	Homo sapiens	C/Yamagata/20/2006	-	custom-table-row/m49_country/JPN
LC123786	icv-ncbi-refseqs-seg5	5	5	-	-	2006	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/4/2006)	-	Homo sapiens	C/Miyagi/4/2006	-	custom-table-row/m49_country/JPN
LC123787	icv-ncbi-refseqs-seg5	5	5	-	-	2008	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/3/2008)	-	Homo sapiens	C/Yamagata/3/2008	-	custom-table-row/m49_country/JPN
LC123788	icv-ncbi-refseqs-seg5	5	5	-	-	2008	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/11/2008)	-	Homo sapiens	C/Yamagata/11/2008	-	custom-table-row/m49_country/JPN
LC123789	icv-ncbi-refseqs-seg5	5	5	-	-	2008	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/16/2008)	-	Homo sapiens	C/Yamagata/16/2008	-	custom-table-row/m49_country/JPN
LC123791	icv-ncbi-refseqs-seg5	5	5	-	-	2008	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/2/2008)	-	Homo sapiens	C/Miyagi/2/2008	-	custom-table-row/m49_country/JPN
LC123792	icv-ncbi-refseqs-seg5	5	5	-	-	2010	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/3/2010)	-	Homo sapiens	C/Miyagi/3/2010	-	custom-table-row/m49_country/JPN
LC123793	icv-ncbi-refseqs-seg5	5	5	-	-	2010	-	-	Japan	1754	27384661	Influenza C virus (C/Tokyo/3/2010)	-	Homo sapiens	C/Tokyo/3/2010	-	custom-table-row/m49_country/JPN
LC123794	icv-ncbi-refseqs-seg5	5	5	-	-	2012	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/1/2012)	-	Homo sapiens	C/Yamagata/1/2012	-	custom-table-row/m49_country/JPN
LC123795	icv-ncbi-refseqs-seg5	5	5	-	-	2012	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/3/2012)	-	Homo sapiens	C/Yamagata/3/2012	-	custom-table-row/m49_country/JPN
LC123797	icv-ncbi-refseqs-seg5	5	5	-	-	2012	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/7/2012)	-	Homo sapiens	C/Yamagata/7/2012	-	custom-table-row/m49_country/JPN
LC123798	icv-ncbi-refseqs-seg5	5	5	-	-	2012	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/14/2012)	-	Homo sapiens	C/Yamagata/14/2012	-	custom-table-row/m49_country/JPN
LC123799	icv-ncbi-refseqs-seg5	5	5	-	-	2012	-	-	Japan	1754	27384661	Influenza C virus (C/Yamagata/28/2012)	-	Homo sapiens	C/Yamagata/28/2012	-	custom-table-row/m49_country/JPN
LC123801	icv-ncbi-refseqs-seg5	5	5	-	-	2012	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/2/2012)	-	Homo sapiens	C/Miyagi/2/2012	-	custom-table-row/m49_country/JPN
LC123802	icv-ncbi-refseqs-seg5	5	5	-	-	2012	-	-	Japan	1754	27384661	Influenza C virus (C/Fukuoka/1/2012)	-	Homo sapiens	C/Fukuoka/1/2012	-	custom-table-row/m49_country/JPN
LC123810	icv-ncbi-refseqs-seg5	5	5	-	-	2014	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/2/2014)	-	Homo sapiens	C/Miyagi/2/2014	-	custom-table-row/m49_country/JPN
LC123811	icv-ncbi-refseqs-seg5	5	5	-	-	2014	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/5/2014)	-	Homo sapiens	C/Miyagi/5/2014	-	custom-table-row/m49_country/JPN
LC123812	icv-ncbi-refseqs-seg5	5	5	-	-	2014	-	-	Japan	1754	27384661	Influenza C virus (C/Miyagi/6/2014)	-	Homo sapiens	C/Miyagi/6/2014	-	custom-table-row/m49_country/JPN
LC123813	icv-ncbi-refseqs-seg5	5	5	-	-	2014	-	-	Japan	1754	27384661	Influenza C virus (C/Tokyo/1/2014)	-	Homo sapiens	C/Tokyo/1/2014	-	custom-table-row/m49_country/JPN
LC123814	icv-ncbi-refseqs-seg5	5	5	-	-	2014	-	-	Japan	1754	27384661	Influenza C virus (C/Tokyo/4/2014)	-	Homo sapiens	C/Tokyo/4/2014	-	custom-table-row/m49_country/JPN
LC327656	icv-ncbi-refseqs-seg5	5	5	-	-	2016	-	-	Japan	1754	30068890	Influenza C virus (C/Iwate/1/2016)	-	Homo sapiens	C/Iwate/1/2016	-	custom-table-row/m49_country/JPN
LC327663	icv-ncbi-refseqs-seg5	5	5	-	-	2016	-	-	Japan	1754	30068890	Influenza C virus (C/Iwate/2/2016)	-	Homo sapiens	C/Iwate/2/2016	-	custom-table-row/m49_country/JPN
LC603643	icv-ncbi-refseqs-seg5	5	5	-	-	1988	-	-	Japan	1754	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/11/88	-	custom-table-row/m49_country/JPN
LC603650	icv-ncbi-refseqs-seg5	5	5	-	-	2004	-	-	Japan	1754	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/29/2004	-	custom-table-row/m49_country/JPN
LC720287	icv-ncbi-refseqs-seg5	5	5	-	-	2018	-	-	Japan	1792	37741464	Influenza C virus	-	Homo sapiens	-	nasopharyngea swab using HBTEC-ALI culture	custom-table-row/m49_country/JPN
MH348117	icv-ncbi-refseqs-seg5	5	5	-	-	2016	NOV	18	USA	1776	-	Influenza C virus	-	Bos taurus	C/Bovine/Montana/12/2016	sick calve's nasal swab	custom-table-row/m49_country/USA
MH828690	icv-ncbi-refseqs-seg5	5	5	-	-	2014	APR	16	Viet Nam	1333	32499763	Influenza C virus	-	Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab	custom-table-row/m49_country/VNM
MK050100	icv-ncbi-refseqs-seg5	5	5	-	-	2015	APR	11	South Korea	1747	30978620	Influenza C virus	-	Homo sapiens	C/Seoul/APD462/2015	-	custom-table-row/m49_country/KOR
MZ330883	icv-ncbi-refseqs-seg5	5	5	-	-	2014	JUN	25	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-162/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330890	icv-ncbi-refseqs-seg5	5	5	-	-	2014	JUL	7	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-180/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330897	icv-ncbi-refseqs-seg5	5	5	-	-	2014	JUL	24	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-204/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330904	icv-ncbi-refseqs-seg5	5	5	-	-	2014	OCT	2	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-293/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330911	icv-ncbi-refseqs-seg5	5	5	-	-	2017	MAY	16	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-024/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330918	icv-ncbi-refseqs-seg5	5	5	-	-	2017	JUN	15	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-067/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330925	icv-ncbi-refseqs-seg5	5	5	-	-	2018	MAR	27	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-130/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330932	icv-ncbi-refseqs-seg5	5	5	-	-	2018	APR	24	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-169/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330939	icv-ncbi-refseqs-seg5	5	5	-	-	2019	JUL	8	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-271/2019	nasal swab	custom-table-row/m49_country/PHL
MZ330946	icv-ncbi-refseqs-seg5	5	5	-	-	2014	JUN	2	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-195/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330953	icv-ncbi-refseqs-seg5	5	5	-	-	2014	JUN	20	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-241/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330960	icv-ncbi-refseqs-seg5	5	5	-	-	2017	JUN	13	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-312/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330967	icv-ncbi-refseqs-seg5	5	5	-	-	2016	JUN	29	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-498/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330974	icv-ncbi-refseqs-seg5	5	5	-	-	2016	JUL	18	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-536/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330981	icv-ncbi-refseqs-seg5	5	5	-	-	2016	AUG	23	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-625/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330988	icv-ncbi-refseqs-seg5	5	5	-	-	2016	OCT	5	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-736/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330995	icv-ncbi-refseqs-seg5	5	5	-	-	2014	JUL	10	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB8-250/2014	nasal swab	custom-table-row/m49_country/PHL
MZ331002	icv-ncbi-refseqs-seg5	5	5	-	-	2015	JUL	3	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Palawan/061/2015	nasal swab	custom-table-row/m49_country/PHL
MZ331009	icv-ncbi-refseqs-seg5	5	5	-	-	2014	MAR	18	Philippines	1698	-	Influenza C virus	-	Homo sapiens	C/Palawan/068/2014	nasal swab	custom-table-row/m49_country/PHL
NC_006311	icv-ncbi-refseqs-seg5	5	5	-	-	1950	-	-	-	1807	15218173	Influenza C virus (C/Ann Arbor/1/50)	-	-	C/Ann Arbor/1/50	-	-
OK254890	icv-ncbi-refseqs-seg5	5	5	-	-	2020	-	-	China	1695	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-1/2020	nasal swab	custom-table-row/m49_country/CHN
OK254897	icv-ncbi-refseqs-seg5	5	5	-	-	2020	-	-	China	1695	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-2/2020	nasal swab	custom-table-row/m49_country/CHN
AB000608	icv-ncbi-refseqs-seg6	6	6	-	-	-	-	-	-	1136	9354270	Influenza C virus (C/California/78)	-	Homo sapiens	-	-	-
AB000720	icv-ncbi-refseqs-seg6	6	6	-	-	-	-	-	-	1136	9354270	Influenza C virus (C/Mississippi/80)	-	Homo sapiens	-	-	-
D30701	icv-ncbi-refseqs-seg6	6	6	-	-	-	-	-	-	369	7996155	Influenza C virus (C/Nara/2/85)	-	-	C/Nara/2/85	-	-
JX947866	icv-ncbi-refseqs-seg6	6	6	-	-	2011	JUL	15	India	1161	23523822	Influenza C virus (C/Eastern India/1202/2011)	-	Homo sapiens	C/Eastern India/1202/2011	-	custom-table-row/m49_country/IND
JX963106	icv-ncbi-refseqs-seg6	6	6	-	-	2006	MAY	18	Singapore	1059	-	Influenza C virus (C/Singapore/DSO-050530/2006)	-	Homo sapiens	C/Singapore/DSO-050530/2006	-	custom-table-row/m49_country/SGP
JX963107	icv-ncbi-refseqs-seg6	6	6	-	-	2006	NOV	17	Singapore	1058	-	Influenza C virus (C/Singapore/DSO-070170/2006)	-	Homo sapiens	C/Singapore/DSO-070170/2006	-	custom-table-row/m49_country/SGP
JX963108	icv-ncbi-refseqs-seg6	6	6	-	-	2006	NOV	29	Singapore	1059	-	Influenza C virus (C/Singapore/DSO-070193/2006)	-	Homo sapiens	C/Singapore/DSO-070193/2006	-	custom-table-row/m49_country/SGP
JX963109	icv-ncbi-refseqs-seg6	6	6	-	-	2006	DEC	4	Singapore	1065	-	Influenza C virus (C/Singapore/DSO-070203/2006)	-	Homo sapiens	C/Singapore/DSO-070203/2006	-	custom-table-row/m49_country/SGP
KM504282	icv-ncbi-refseqs-seg6	6	6	-	-	2012	-	-	Australia	1180	-	Influenza C virus (C/Victoria/2/2012)	-	Homo sapiens	C/Victoria/2/2012	-	custom-table-row/m49_country/AUS
KM507550	icv-ncbi-refseqs-seg6	6	6	-	-	2012	FEB	24	India	1103	-	Influenza C virus (C/India/P121719/2012)	-	Homo sapiens	C/India/P121719/2012	TS/NS	custom-table-row/m49_country/IND
KM507557	icv-ncbi-refseqs-seg6	6	6	-	-	2013	APR	25	India	1124	-	Influenza C virus (C/India/P135047/2013)	-	Homo sapiens	C/India/P135047/2013	TS/NS	custom-table-row/m49_country/IND
KT232087	icv-ncbi-refseqs-seg6	6	6	-	-	2011	JUN	10	India	1084	-	Influenza C virus (C/India/P119564/2011)	-	Homo sapiens	C/India/P119564/2011	TS/NS	custom-table-row/m49_country/IND
KT835361	icv-ncbi-refseqs-seg6	6	6	-	-	2007	-	-	United Kingdom	980	26655269	Influenza C virus (C/Scotland/6855/2007)	-	Homo sapiens	C/Scotland/6855/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835362	icv-ncbi-refseqs-seg6	6	6	-	-	2007	-	-	United Kingdom	982	26655269	Influenza C virus (C/Scotland/7274/2007)	-	Homo sapiens	C/Scotland/7274/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835363	icv-ncbi-refseqs-seg6	6	6	-	-	2007	-	-	United Kingdom	982	26655269	Influenza C virus (C/Scotland/7482/2007)	-	Homo sapiens	C/Scotland/7482/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835364	icv-ncbi-refseqs-seg6	6	6	-	-	2007	-	-	United Kingdom	973	26655269	Influenza C virus (C/Scotland/7383/2007)	-	Homo sapiens	C/Scotland/7383/2007	respiratory sample	custom-table-row/m49_country/GBR
LC123815	icv-ncbi-refseqs-seg6	6	6	-	-	1954	-	-	USA	1125	27384661	Influenza C virus (C/Great Lakes/1167/1954)	-	Homo sapiens	C/Great Lakes/1167/1954	-	custom-table-row/m49_country/USA
LC123817	icv-ncbi-refseqs-seg6	6	6	-	-	1967	-	-	France	1125	27384661	Influenza C virus (C/Paris/1/67)	-	Homo sapiens	C/Paris/1/67	-	custom-table-row/m49_country/FRA
LC123821	icv-ncbi-refseqs-seg6	6	6	-	-	1992	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/4/92)	-	Homo sapiens	C/Yamagata/4/92	-	custom-table-row/m49_country/JPN
LC123823	icv-ncbi-refseqs-seg6	6	6	-	-	2002	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/5/2002)	-	Homo sapiens	C/Yamagata/5/2002	-	custom-table-row/m49_country/JPN
LC123825	icv-ncbi-refseqs-seg6	6	6	-	-	2002	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/4/2002)	-	Homo sapiens	C/Miyagi/4/2002	-	custom-table-row/m49_country/JPN
LC123826	icv-ncbi-refseqs-seg6	6	6	-	-	2002	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/11/2002)	-	Homo sapiens	C/Miyagi/11/2002	-	custom-table-row/m49_country/JPN
LC123827	icv-ncbi-refseqs-seg6	6	6	-	-	2002	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/20/2002)	-	Homo sapiens	C/Miyagi/20/2002	-	custom-table-row/m49_country/JPN
LC123828	icv-ncbi-refseqs-seg6	6	6	-	-	2002	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/28/2002)	-	Homo sapiens	C/Miyagi/28/2002	-	custom-table-row/m49_country/JPN
LC123829	icv-ncbi-refseqs-seg6	6	6	-	-	2002	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/31/2002)	-	Homo sapiens	C/Miyagi/31/2002	-	custom-table-row/m49_country/JPN
LC123830	icv-ncbi-refseqs-seg6	6	6	-	-	2004	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/3/2004)	-	Homo sapiens	C/Yamagata/3/2004	-	custom-table-row/m49_country/JPN
LC123833	icv-ncbi-refseqs-seg6	6	6	-	-	2004	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/18/2004)	-	Homo sapiens	C/Yamagata/18/2004	-	custom-table-row/m49_country/JPN
LC123834	icv-ncbi-refseqs-seg6	6	6	-	-	2004	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/26/2004)	-	Homo sapiens	C/Yamagata/26/2004	-	custom-table-row/m49_country/JPN
LC123836	icv-ncbi-refseqs-seg6	6	6	-	-	2004	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/12/2004)	-	Homo sapiens	C/Miyagi/12/2004	-	custom-table-row/m49_country/JPN
LC123837	icv-ncbi-refseqs-seg6	6	6	-	-	2004	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/25/2004)	-	Homo sapiens	C/Miyagi/25/2004	-	custom-table-row/m49_country/JPN
LC123838	icv-ncbi-refseqs-seg6	6	6	-	-	2004	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/42/2004)	-	Homo sapiens	C/Miyagi/42/2004	-	custom-table-row/m49_country/JPN
LC123839	icv-ncbi-refseqs-seg6	6	6	-	-	2004	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/47/2004)	-	Homo sapiens	C/Miyagi/47/2004	-	custom-table-row/m49_country/JPN
LC123840	icv-ncbi-refseqs-seg6	6	6	-	-	2005	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/1/2005)	-	Homo sapiens	C/Yamagata/1/2005	-	custom-table-row/m49_country/JPN
LC123841	icv-ncbi-refseqs-seg6	6	6	-	-	2005	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/2/2005)	-	Homo sapiens	C/Yamagata/2/2005	-	custom-table-row/m49_country/JPN
LC123842	icv-ncbi-refseqs-seg6	6	6	-	-	2005	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/3/2005)	-	Homo sapiens	C/Yamagata/3/2005	-	custom-table-row/m49_country/JPN
LC123843	icv-ncbi-refseqs-seg6	6	6	-	-	2005	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/2/2005)	-	Homo sapiens	C/Miyagi/2/2005	-	custom-table-row/m49_country/JPN
