sequenceID	isolate	length	collection_year	collection_month	collection_month_day	gb_segment	country	place_sampled	pubmed_id	host_sci_name
CY176086	B/New York/1341/2012	2270	2012	MAR	21	3	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 13Y
CY176087	B/New York/1341/2012	2259	2012	MAR	21	1	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 13Y
CY176088	B/New York/1341/2012	2313	2012	MAR	21	2	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 13Y
CY176089	B/New York/1342/2012	1850	2012	MAR	20	4	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 13Y
CY176090	B/New York/1342/2012	1106	2012	MAR	20	7	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 13Y
CY176091	B/New York/1342/2012	1522	2012	MAR	20	6	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 13Y
CY176092	B/New York/1342/2012	1809	2012	MAR	20	5	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 13Y
CY176093	B/New York/1342/2012	1035	2012	MAR	20	8	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 13Y
CY176094	B/New York/1342/2012	2181	2012	MAR	20	3	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 13Y
CY176095	B/New York/1342/2012	2315	2012	MAR	20	1	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 13Y
CY176096	B/New York/1342/2012	2313	2012	MAR	20	2	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 13Y
CY176097	B/New York/1343/2012	1850	2012	MAR	21	4	USA: New York, Suffolk County	New York, Suffolk County	-	human; age 9Y
CY176098	B/New York/1343/2012	1154	2012	MAR	21	7	USA: New York, Suffolk County	New York, Suffolk County	-	human; age 9Y
CY176099	B/New York/1343/2012	1522	2012	MAR	21	6	USA: New York, Suffolk County	New York, Suffolk County	-	human; age 9Y
CY176100	B/New York/1343/2012	1809	2012	MAR	21	5	USA: New York, Suffolk County	New York, Suffolk County	-	human; age 9Y
CY176101	B/New York/1343/2012	1035	2012	MAR	21	8	USA: New York, Suffolk County	New York, Suffolk County	-	human; age 9Y
CY176102	B/New York/1343/2012	2181	2012	MAR	21	3	USA: New York, Suffolk County	New York, Suffolk County	-	human; age 9Y
CY176103	B/New York/1343/2012	2328	2012	MAR	21	1	USA: New York, Suffolk County	New York, Suffolk County	-	human; age 9Y
CY176104	B/New York/1343/2012	2313	2012	MAR	21	2	USA: New York, Suffolk County	New York, Suffolk County	-	human; age 9Y
CY176105	B/New York/1344/2012	1829	2012	MAR	23	4	USA: New York, New York County	New York, New York County	-	human; gender F; age 64Y
CY176106	B/New York/1344/2012	1159	2012	MAR	23	7	USA: New York, New York County	New York, New York County	-	human; gender F; age 64Y
CY176107	B/New York/1344/2012	1523	2012	MAR	23	6	USA: New York, New York County	New York, New York County	-	human; gender F; age 64Y
CY176108	B/New York/1344/2012	1810	2012	MAR	23	5	USA: New York, New York County	New York, New York County	-	human; gender F; age 64Y
CY176109	B/New York/1344/2012	1024	2012	MAR	23	8	USA: New York, New York County	New York, New York County	-	human; gender F; age 64Y
CY176110	B/New York/1344/2012	2181	2012	MAR	23	3	USA: New York, New York County	New York, New York County	-	human; gender F; age 64Y
CY176111	B/New York/1344/2012	2259	2012	MAR	23	1	USA: New York, New York County	New York, New York County	-	human; gender F; age 64Y
CY176112	B/New York/1344/2012	2313	2012	MAR	23	2	USA: New York, New York County	New York, New York County	-	human; gender F; age 64Y
CY176113	B/New York/1345/2012	1847	2012	MAR	29	4	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 15Y
CY176114	B/New York/1345/2012	1076	2012	MAR	29	7	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 15Y
CY176115	B/New York/1345/2012	1522	2012	MAR	29	6	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 15Y
CY176116	B/New York/1345/2012	1809	2012	MAR	29	5	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 15Y
CY176117	B/New York/1345/2012	1032	2012	MAR	29	8	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 15Y
CY176118	B/New York/1345/2012	2181	2012	MAR	29	3	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 15Y
CY176119	B/New York/1345/2012	2259	2012	MAR	29	1	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 15Y
CY176120	B/New York/1345/2012	2313	2012	MAR	29	2	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 15Y
CY176121	B/New York/1346/2012	1850	2012	MAR	30	4	USA: New York, New Jersey State	New York, New Jersey State	-	human; gender F; age 13Y
CY176122	B/New York/1346/2012	1143	2012	MAR	30	7	USA: New York, New Jersey State	New York, New Jersey State	-	human; gender F; age 13Y
CY176123	B/New York/1346/2012	1515	2012	MAR	30	6	USA: New York, New Jersey State	New York, New Jersey State	-	human; gender F; age 13Y
CY176124	B/New York/1346/2012	1809	2012	MAR	30	5	USA: New York, New Jersey State	New York, New Jersey State	-	human; gender F; age 13Y
CY176125	B/New York/1346/2012	1054	2012	MAR	30	8	USA: New York, New Jersey State	New York, New Jersey State	-	human; gender F; age 13Y
CY176126	B/New York/1346/2012	2181	2012	MAR	30	3	USA: New York, New Jersey State	New York, New Jersey State	-	human; gender F; age 13Y
CY176127	B/New York/1346/2012	2319	2012	MAR	30	1	USA: New York, New Jersey State	New York, New Jersey State	-	human; gender F; age 13Y
CY176128	B/New York/1346/2012	2313	2012	MAR	30	2	USA: New York, New Jersey State	New York, New Jersey State	-	human; gender F; age 13Y
CY176129	B/New York/1347/2012	1829	2012	APR	2	4	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 10Y
CY176130	B/New York/1347/2012	1144	2012	APR	2	7	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 10Y
CY176131	B/New York/1347/2012	1522	2012	APR	2	6	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 10Y
CY176132	B/New York/1347/2012	1772	2012	APR	2	5	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 10Y
CY176133	B/New York/1347/2012	1032	2012	APR	2	8	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 10Y
CY176134	B/New York/1347/2012	2181	2012	APR	2	3	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 10Y
CY176135	B/New York/1347/2012	2259	2012	APR	2	1	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 10Y
CY176136	B/New York/1347/2012	2313	2012	APR	2	2	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 10Y
CY176137	B/New York/1348/2012	1847	2012	APR	8	4	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 65Y
CY176138	B/New York/1348/2012	1151	2012	APR	8	7	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 65Y
CY176139	B/New York/1348/2012	1522	2012	APR	8	6	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 65Y
CY176140	B/New York/1348/2012	1792	2012	APR	8	5	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 65Y
CY176141	B/New York/1348/2012	1024	2012	APR	8	8	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 65Y
CY176142	B/New York/1348/2012	2181	2012	APR	8	3	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 65Y
CY176143	B/New York/1348/2012	2259	2012	APR	8	1	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 65Y
CY176144	B/New York/1348/2012	2313	2012	APR	8	2	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 65Y
CY176145	B/New York/1349/2012	1850	2012	APR	8	4	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 38Y
CY176146	B/New York/1349/2012	1154	2012	APR	8	7	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 38Y
CY176147	B/New York/1349/2012	1522	2012	APR	8	6	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 38Y
CY176148	B/New York/1349/2012	1790	2012	APR	8	5	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 38Y
CY176149	B/New York/1349/2012	1035	2012	APR	8	8	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 38Y
CY176150	B/New York/1349/2012	2266	2012	APR	8	3	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 38Y
CY176151	B/New York/1349/2012	2259	2012	APR	8	1	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 38Y
CY176152	B/New York/1349/2012	2313	2012	APR	8	2	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 38Y
CY176153	B/New York/1350/2012	1847	2012	APR	6	4	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 25Y
CY176154	B/New York/1350/2012	1151	2012	APR	6	7	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 25Y
CY176155	B/New York/1350/2012	1522	2012	APR	6	6	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 25Y
CY176156	B/New York/1350/2012	1809	2012	APR	6	5	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 25Y
CY176157	B/New York/1350/2012	1032	2012	APR	6	8	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 25Y
CY176158	B/New York/1350/2012	2181	2012	APR	6	3	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 25Y
CY176159	B/New York/1350/2012	2259	2012	APR	6	1	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 25Y
CY176160	B/New York/1350/2012	2353	2012	APR	6	2	USA: New York, Nassau County	New York, Nassau County	-	human; gender M; age 25Y
CY176161	B/New York/1351/2012	1847	2012	APR	4	4	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 5Y
CY176162	B/New York/1351/2012	1151	2012	APR	4	7	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 5Y
CY176163	B/New York/1351/2012	1522	2012	APR	4	6	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 5Y
CY176164	B/New York/1351/2012	1809	2012	APR	4	5	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 5Y
CY176165	B/New York/1351/2012	1032	2012	APR	4	8	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 5Y
CY176166	B/New York/1351/2012	2181	2012	APR	4	3	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 5Y
CY176167	B/New York/1351/2012	2259	2012	APR	4	1	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 5Y
CY176168	B/New York/1351/2012	2313	2012	APR	4	2	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 5Y
CY176169	B/New York/1352/2012	1850	2012	APR	9	4	USA: New York, Ulster County	New York, Ulster County	-	human; age 14Y
CY176170	B/New York/1352/2012	1154	2012	APR	9	7	USA: New York, Ulster County	New York, Ulster County	-	human; age 14Y
CY176171	B/New York/1352/2012	1522	2012	APR	9	6	USA: New York, Ulster County	New York, Ulster County	-	human; age 14Y
CY176172	B/New York/1352/2012	1809	2012	APR	9	5	USA: New York, Ulster County	New York, Ulster County	-	human; age 14Y
CY176173	B/New York/1352/2012	1035	2012	APR	9	8	USA: New York, Ulster County	New York, Ulster County	-	human; age 14Y
CY176174	B/New York/1352/2012	2261	2012	APR	9	3	USA: New York, Ulster County	New York, Ulster County	-	human; age 14Y
CY176175	B/New York/1352/2012	2334	2012	APR	9	1	USA: New York, Ulster County	New York, Ulster County	-	human; age 14Y
CY176176	B/New York/1352/2012	2354	2012	APR	9	2	USA: New York, Ulster County	New York, Ulster County	-	human; age 14Y
CY176177	B/New York/1353/2012	1829	2012	APR	13	4	USA: New York, Suffolk County	New York, Suffolk County	-	human; gender M; age 3M
CY176178	B/New York/1353/2012	1151	2012	APR	13	7	USA: New York, Suffolk County	New York, Suffolk County	-	human; gender M; age 3M
CY176179	B/New York/1353/2012	1522	2012	APR	13	6	USA: New York, Suffolk County	New York, Suffolk County	-	human; gender M; age 3M
CY176180	B/New York/1353/2012	1809	2012	APR	13	5	USA: New York, Suffolk County	New York, Suffolk County	-	human; gender M; age 3M
CY176181	B/New York/1353/2012	1032	2012	APR	13	8	USA: New York, Suffolk County	New York, Suffolk County	-	human; gender M; age 3M
CY176182	B/New York/1353/2012	2181	2012	APR	13	3	USA: New York, Suffolk County	New York, Suffolk County	-	human; gender M; age 3M
CY176183	B/New York/1353/2012	2259	2012	APR	13	1	USA: New York, Suffolk County	New York, Suffolk County	-	human; gender M; age 3M
CY176184	B/New York/1353/2012	2313	2012	APR	13	2	USA: New York, Suffolk County	New York, Suffolk County	-	human; gender M; age 3M
CY176185	B/New York/1354/2012	1850	2012	APR	11	4	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 4Y
CY176186	B/New York/1354/2012	1139	2012	APR	11	7	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 4Y
CY176187	B/New York/1354/2012	1522	2012	APR	11	6	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 4Y
CY176188	B/New York/1354/2012	1791	2012	APR	11	5	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 4Y
CY176189	B/New York/1354/2012	1031	2012	APR	11	8	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 4Y
CY176190	B/New York/1354/2012	2234	2012	APR	11	3	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 4Y
CY176191	B/New York/1354/2012	2259	2012	APR	11	1	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 4Y
CY176192	B/New York/1354/2012	2313	2012	APR	11	2	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 4Y
CY176193	B/New York/1355/2012	1829	2012	APR	14	4	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 44Y
CY176194	B/New York/1355/2012	1159	2012	APR	14	7	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 44Y
CY176195	B/New York/1355/2012	1523	2012	APR	14	6	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 44Y
CY176196	B/New York/1355/2012	1810	2012	APR	14	5	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 44Y
CY176197	B/New York/1355/2012	1024	2012	APR	14	8	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 44Y
CY176198	B/New York/1355/2012	2181	2012	APR	14	3	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 44Y
CY176199	B/New York/1355/2012	2308	2012	APR	14	1	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 44Y
CY176200	B/New York/1355/2012	2313	2012	APR	14	2	USA: New York, Nassau County	New York, Nassau County	-	human; gender F; age 44Y
CY176201	B/New York/1356/2012	1829	2012	APR	21	4	USA: New York, Ontario County	New York, Ontario County	-	human; gender F; age 79Y
CY176202	B/New York/1356/2012	1151	2012	APR	21	7	USA: New York, Ontario County	New York, Ontario County	-	human; gender F; age 79Y
CY176203	B/New York/1356/2012	1522	2012	APR	21	6	USA: New York, Ontario County	New York, Ontario County	-	human; gender F; age 79Y
CY176204	B/New York/1356/2012	1809	2012	APR	21	5	USA: New York, Ontario County	New York, Ontario County	-	human; gender F; age 79Y
CY176205	B/New York/1356/2012	1032	2012	APR	21	8	USA: New York, Ontario County	New York, Ontario County	-	human; gender F; age 79Y
CY176206	B/New York/1356/2012	2181	2012	APR	21	3	USA: New York, Ontario County	New York, Ontario County	-	human; gender F; age 79Y
CY176207	B/New York/1356/2012	2259	2012	APR	21	1	USA: New York, Ontario County	New York, Ontario County	-	human; gender F; age 79Y
CY176208	B/New York/1356/2012	2313	2012	APR	21	2	USA: New York, Ontario County	New York, Ontario County	-	human; gender F; age 79Y
CY176209	B/New York/1357/2012	1829	2012	APR	12	4	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender M; age 8Y
CY176210	B/New York/1357/2012	1159	2012	APR	12	7	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender M; age 8Y
CY176211	B/New York/1357/2012	1523	2012	APR	12	6	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender M; age 8Y
CY176212	B/New York/1357/2012	1793	2012	APR	12	5	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender M; age 8Y
CY176213	B/New York/1357/2012	1024	2012	APR	12	8	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender M; age 8Y
CY176214	B/New York/1357/2012	2252	2012	APR	12	3	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender M; age 8Y
CY176215	B/New York/1357/2012	2317	2012	APR	12	1	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender M; age 8Y
CY176216	B/New York/1357/2012	2313	2012	APR	12	2	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender M; age 8Y
CY176217	B/New York/1358/2012	1829	2012	APR	7	4	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 12Y
CY176218	B/New York/1358/2012	1159	2012	APR	7	7	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 12Y
CY176219	B/New York/1358/2012	1523	2012	APR	7	6	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 12Y
CY176220	B/New York/1358/2012	1810	2012	APR	7	5	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 12Y
CY176221	B/New York/1358/2012	1024	2012	APR	7	8	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 12Y
CY176222	B/New York/1358/2012	2272	2012	APR	7	3	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 12Y
CY176223	B/New York/1358/2012	2339	2012	APR	7	1	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 12Y
CY176224	B/New York/1358/2012	2313	2012	APR	7	2	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 12Y
CY176225	B/New York/1359/2012	1829	2012	APR	10	4	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 55Y
CY176226	B/New York/1359/2012	1159	2012	APR	10	7	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 55Y
CY176227	B/New York/1359/2012	1523	2012	APR	10	6	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 55Y
CY176228	B/New York/1359/2012	1810	2012	APR	10	5	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 55Y
CY176229	B/New York/1359/2012	1024	2012	APR	10	8	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 55Y
CY176230	B/New York/1359/2012	2275	2012	APR	10	3	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 55Y
CY176231	B/New York/1359/2012	2312	2012	APR	10	1	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 55Y
CY176232	B/New York/1359/2012	2313	2012	APR	10	2	USA: New York, Dutchess County	New York, Dutchess County	-	human; gender F; age 55Y
CY176233	B/New York/1361/2012	1850	2012	APR	17	4	USA: New York, Genesee County	New York, Genesee County	-	human; gender F; age 8M
CY176234	B/New York/1361/2012	1139	2012	APR	17	7	USA: New York, Genesee County	New York, Genesee County	-	human; gender F; age 8M
CY176235	B/New York/1361/2012	1522	2012	APR	17	6	USA: New York, Genesee County	New York, Genesee County	-	human; gender F; age 8M
CY176236	B/New York/1361/2012	1809	2012	APR	17	5	USA: New York, Genesee County	New York, Genesee County	-	human; gender F; age 8M
CY176237	B/New York/1361/2012	1035	2012	APR	17	8	USA: New York, Genesee County	New York, Genesee County	-	human; gender F; age 8M
CY176238	B/New York/1361/2012	2181	2012	APR	17	3	USA: New York, Genesee County	New York, Genesee County	-	human; gender F; age 8M
CY176239	B/New York/1361/2012	2328	2012	APR	17	1	USA: New York, Genesee County	New York, Genesee County	-	human; gender F; age 8M
CY176240	B/New York/1361/2012	2313	2012	APR	17	2	USA: New York, Genesee County	New York, Genesee County	-	human; gender F; age 8M
CY176241	B/New York/1363/2012	1847	2012	APR	24	4	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 89Y
CY176242	B/New York/1363/2012	1151	2012	APR	24	7	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 89Y
CY176243	B/New York/1363/2012	1522	2012	APR	24	6	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 89Y
CY176244	B/New York/1363/2012	1809	2012	APR	24	5	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 89Y
CY176245	B/New York/1363/2012	1032	2012	APR	24	8	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 89Y
CY176246	B/New York/1363/2012	2181	2012	APR	24	3	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 89Y
CY176247	B/New York/1363/2012	2259	2012	APR	24	1	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 89Y
CY176248	B/New York/1363/2012	2313	2012	APR	24	2	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 89Y
CY176249	B/New York/1365/2012	1850	2012	MAY	3	4	USA: New York, Tompkins County	New York, Tompkins County	-	human; gender F; age 21Y
CY176250	B/New York/1365/2012	1149	2012	MAY	3	7	USA: New York, Tompkins County	New York, Tompkins County	-	human; gender F; age 21Y
CY176251	B/New York/1365/2012	1522	2012	MAY	3	6	USA: New York, Tompkins County	New York, Tompkins County	-	human; gender F; age 21Y
CY176252	B/New York/1365/2012	1809	2012	MAY	3	5	USA: New York, Tompkins County	New York, Tompkins County	-	human; gender F; age 21Y
CY176253	B/New York/1365/2012	1035	2012	MAY	3	8	USA: New York, Tompkins County	New York, Tompkins County	-	human; gender F; age 21Y
CY176254	B/New York/1365/2012	2270	2012	MAY	3	3	USA: New York, Tompkins County	New York, Tompkins County	-	human; gender F; age 21Y
CY176255	B/New York/1365/2012	2320	2012	MAY	3	1	USA: New York, Tompkins County	New York, Tompkins County	-	human; gender F; age 21Y
CY176256	B/New York/1365/2012	2313	2012	MAY	3	2	USA: New York, Tompkins County	New York, Tompkins County	-	human; gender F; age 21Y
CY176257	B/New York/1366/2012	1850	2012	MAY	1	4	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 9M
CY176258	B/New York/1366/2012	1155	2012	MAY	1	7	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 9M
CY176259	B/New York/1366/2012	1515	2012	MAY	1	6	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 9M
CY176260	B/New York/1366/2012	1809	2012	MAY	1	5	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 9M
CY176261	B/New York/1366/2012	1054	2012	MAY	1	8	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 9M
CY176262	B/New York/1366/2012	2181	2012	MAY	1	3	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 9M
CY176263	B/New York/1366/2012	2262	2012	MAY	1	1	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 9M
CY176264	B/New York/1366/2012	2313	2012	MAY	1	2	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 9M
CY176265	B/New York/1367/2012	1847	2012	APR	26	4	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 40Y
CY176266	B/New York/1367/2012	1151	2012	APR	26	7	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 40Y
CY176267	B/New York/1367/2012	1522	2012	APR	26	6	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 40Y
CY176268	B/New York/1367/2012	1790	2012	APR	26	5	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 40Y
CY176269	B/New York/1367/2012	1032	2012	APR	26	8	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 40Y
CY176270	B/New York/1367/2012	2181	2012	APR	26	3	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 40Y
CY176271	B/New York/1367/2012	2259	2012	APR	26	1	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 40Y
CY176272	B/New York/1367/2012	2313	2012	APR	26	2	USA: New York, Westchester County	New York, Westchester County	-	human; gender F; age 40Y
CY176273	B/New York/1369/2012	1850	2012	APR	28	4	USA: New York, Nassau County	New York, Nassau County	-	human; age 5Y
CY176274	B/New York/1369/2012	1154	2012	APR	28	7	USA: New York, Nassau County	New York, Nassau County	-	human; age 5Y
CY176275	B/New York/1369/2012	1522	2012	APR	28	6	USA: New York, Nassau County	New York, Nassau County	-	human; age 5Y
CY176276	B/New York/1369/2012	1795	2012	APR	28	5	USA: New York, Nassau County	New York, Nassau County	-	human; age 5Y
CY176277	B/New York/1369/2012	1035	2012	APR	28	8	USA: New York, Nassau County	New York, Nassau County	-	human; age 5Y
CY176278	B/New York/1369/2012	2252	2012	APR	28	3	USA: New York, Nassau County	New York, Nassau County	-	human; age 5Y
CY176279	B/New York/1369/2012	2328	2012	APR	28	1	USA: New York, Nassau County	New York, Nassau County	-	human; age 5Y
CY176280	B/New York/1369/2012	2313	2012	APR	28	2	USA: New York, Nassau County	New York, Nassau County	-	human; age 5Y
CY176281	B/New York/1370/2012	1850	2012	MAY	2	4	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 7Y
CY176282	B/New York/1370/2012	1154	2012	MAY	2	7	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 7Y
CY176283	B/New York/1370/2012	1522	2012	MAY	2	6	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 7Y
CY176284	B/New York/1370/2012	1809	2012	MAY	2	5	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 7Y
CY176285	B/New York/1370/2012	1035	2012	MAY	2	8	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 7Y
CY176286	B/New York/1370/2012	2181	2012	MAY	2	3	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 7Y
CY176287	B/New York/1370/2012	2328	2012	MAY	2	1	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 7Y
CY176288	B/New York/1370/2012	2313	2012	MAY	2	2	USA: New York, Kings County	New York, Kings County	-	human; gender M; age 7Y
CY176289	B/New York/1371/2012	1847	2012	MAY	4	4	USA: New York, Bronx County	New York, Bronx County	-	human; gender F; age 59Y
CY176290	B/New York/1371/2012	1151	2012	MAY	4	7	USA: New York, Bronx County	New York, Bronx County	-	human; gender F; age 59Y
CY176291	B/New York/1371/2012	1522	2012	MAY	4	6	USA: New York, Bronx County	New York, Bronx County	-	human; gender F; age 59Y
CY176292	B/New York/1371/2012	1790	2012	MAY	4	5	USA: New York, Bronx County	New York, Bronx County	-	human; gender F; age 59Y
CY176293	B/New York/1371/2012	1032	2012	MAY	4	8	USA: New York, Bronx County	New York, Bronx County	-	human; gender F; age 59Y
CY176294	B/New York/1371/2012	2181	2012	MAY	4	3	USA: New York, Bronx County	New York, Bronx County	-	human; gender F; age 59Y
CY176295	B/New York/1371/2012	2259	2012	MAY	4	1	USA: New York, Bronx County	New York, Bronx County	-	human; gender F; age 59Y
CY176296	B/New York/1371/2012	2352	2012	MAY	4	2	USA: New York, Bronx County	New York, Bronx County	-	human; gender F; age 59Y
CY176297	B/New York/1372/2012	1850	2012	MAY	7	4	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 2Y
CY176298	B/New York/1372/2012	1136	2012	MAY	7	7	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 2Y
CY176299	B/New York/1372/2012	1515	2012	MAY	7	6	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 2Y
CY176300	B/New York/1372/2012	1809	2012	MAY	7	5	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 2Y
CY176301	B/New York/1372/2012	1054	2012	MAY	7	8	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 2Y
CY176302	B/New York/1372/2012	2245	2012	MAY	7	3	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 2Y
CY176303	B/New York/1372/2012	2319	2012	MAY	7	1	USA: New York, Kings County	New York, Kings County	-	human; gender F; age 2Y
