strain_id	complete	seq_count	cg_subtype	hn_subtype	iso_year	iso_month	iso_day	iso_host	iso_source	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession	segment8_accession	segment_1_counts	segment_2_counts	segment_3_counts	segment_4_counts	segment_5_counts	segment_6_counts	segment_7_counts	segment_8_counts
A/chicken/Bhutan/260/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	FEB	14	Gallus gallus	-	Bhutan	NULL	KX215240	KX215460	KX215288	KJ682258	KX215421	KJ682259	KX215206	KX215339	1	1	1	1	1	1	1	1
A/chicken/Cao Bang/20/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Viet Nam	NULL	JX420179	JX420180	JX420181	JX420182	JX420183	JX420184	JX420185	JX420186	1	1	1	1	1	1	1	1
A/chicken/Bac Lieu/07-10/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Viet Nam	NULL	GU186768	GU186767	GU186766	GU186761	GU186764	GU186763	GU186762	GU186765	1	1	1	1	1	1	1	1
A/Indonesia/CDC610/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	MAY	11	Homo sapiens	gender:M; age:12; Throat Swab	Indonesia	NULL	CY014396	CY014395	CY014394	CY014393	CY014399	CY014398	CY014397	CY014400	1	1	1	1	1	1	1	1
A/pigeon/Thailand/VSMU-7-NPT/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	-	-	Columba livia	-	Thailand	NULL	AB576199	AB576200	AB576201	AB576202	AB576203	AB576204	AB576205	AB576206	1	1	1	1	1	1	1	1
A/chicken/Nigeria/08RS848-42/2006(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	NOV	10	Gallus gallus	-	Nigeria	Borno	CY048328	CY048329	CY048330	CY048331	CY048332	CY048333	CY048334	CY048335	1	1	1	1	1	1	1	1
A/chicken/Shantou/5746/2001(H5N1)	TRUE	8	A3|D1|A5|H5|A8|N1|A|A	H5N1	2001	-	-	Gallus gallus	-	China	NULL	CY029095	CY029096	CY029097	CY028938	CY029098	CY029099	CY029100	CY029101	1	1	1	1	1	1	1	1
A/scaly-breasted munia/Hong Kong/2572/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Lonchura punctulata	-	China	NULL	CY036146	CY036147	CY036148	CY036149	CY036150	CY036151	CY036152	CY036153	1	1	1	1	1	1	1	1
A/duck/Bangladesh/31023/2016	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	OCT	24	Anas sp.	-	Bangladesh	NULL	MG042225	MG042155	MG042105	MG042094	MG042240	MG042160	MG042231	MG042286	1	1	1	1	1	1	1	1
A/chicken/Bangladesh/12VIR-7140-1/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	DEC	19	Gallus gallus	-	Bangladesh	NULL	KC616589	KC616571	KC616553	KC616462	KC616517	KC616499	KC616481	KC616535	1	1	1	1	1	1	1	1
A/Vietnam/UT31394II/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	JAN	17	Homo sapiens	-	Viet Nam	NULL	HM114590	HM114591	HM114592	HM114593	HM114594	HM114595	HM114596	HM114597	1	1	1	1	1	1	1	1
A/goose/Viet Nam/113/2001	TRUE	11	A3|D1|A12|H5|A8|N1|A|A	H5N1	2001	-	-	Anser sp.	-	Viet Nam	NULL	GU052112	GU052111	GU052110	GU052105	GU052108	EF541474	EF541393	GU052109	1	1	1	2	1	2	2	1
A/chicken/Bhutan/345/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	29	Gallus gallus	-	Bhutan	NULL	KX215211	KX215234	KX215299	KJ682248	KX215228	KJ682249	KX215345	KX215230	1	1	1	1	1	1	1	1
A/Indonesia/160H/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	NOV	8	Homo sapiens	-	Indonesia	NULL	EU146655	EU146654	EU146653	EU146648	EU146651	EU146650	EU146649	EU146652	1	1	1	1	1	1	1	1
A/chicken/India/TR0383/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	MAR	6	Gallus gallus	Tracheal swab	India	Tripura	CY092115	CY092116	CY092117	CY089476	CY092118	CY089477	CY092119	CY092120	1	1	1	1	1	1	1	1
A/avian/Hong Kong/0828/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Aves	live bird market	China	NULL	GU050332	GU050331	GU050330	GU050325	GU050328	GU050327	GU050326	GU050329	1	1	1	1	1	1	1	1
A/India/SARI-4571/2021	TRUE	8	A5|D1|A12|H5|A8|N1|A|B	H5N1	2021	-	-	Homo sapiens	BAL	India	NULL	OL311384	OL311385	OL311386	OL311387	OL311388	OL311389	OL311390	OL311391	1	1	1	1	1	1	1	1
A/chicken/East Java/UT6021/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Gallus gallus	-	Indonesia	East Java	GQ122508	GQ122509	GQ122510	GQ122398	GQ122418	GQ122511	GQ122512	GQ122513	1	1	1	1	1	1	1	1
A/chicken/Laos/33/2008(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|X	H5N1	2008	-	-	Gallus gallus	-	Laos	NULL	CY041011	CY041012	CY041013	CY041014	CY041015	CY041016	CY041017	CY041018	1	1	1	1	1	1	1	1
A/chicken/Jiangsu/YB7/2015	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	FEB	28	Gallus gallus	-	China	NULL	MF673388	MF673389	MF673390	KY776496	MF673391	KY776497	MF673392	MF673393	1	1	1	1	1	1	1	1
A/chicken/Bangladesh/NRL-AI-1613/2017	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2017	JAN	17	Gallus gallus	Oropharyngeal swab	Bangladesh	Dhaka	MN994126	MN994127	MN994128	MN994129	MN994130	MN994131	MN994132	MN994133	1	1	1	1	1	1	1	1
A/Indonesia/321H/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	FEB	10	Homo sapiens	-	Indonesia	NULL	EU146728	EU146727	EU146726	EU146721	EU146724	EU146723	EU146722	EU146725	1	1	1	1	1	1	1	1
A/Indonesia/CDC1031RE2/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	JAN	5	Homo sapiens	gender:M; age:14; Rectal Swab	Indonesia	NULL	CY019373	CY019374	CY019375	CY019376	CY019377	CY019378	CY019379	CY019380	1	1	1	1	1	1	1	1
A/duck/Bangladesh/31295/2016	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	NOV	25	Anas platyrhynchos	-	Bangladesh	NULL	MG042195	MG042353	MG042292	MG042465	MG042200	MG042409	MG042269	MG042265	1	1	1	1	1	1	1	1
A/chicken/Bhutan/413/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	FEB	18	Gallus gallus	-	Bhutan	NULL	KX215213	KX215407	KX215418	KJ682260	KX215241	KJ682261	KX215308	KX215292	1	1	1	1	1	1	1	1
A/duck/Bangladesh/19099/2013	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2013	FEB	14	Anseriformes sp.	-	Bangladesh	NULL	KF888405	KF888406	KF888407	KF888408	KF888409	KF888410	KF888411	KF888412	1	1	1	1	1	1	1	1
A/chicken/Vietnam/890/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	-	-	Gallus gallus	-	Viet Nam	NULL	CY034213	CY034212	CY034211	CY034206	CY034209	CY034208	CY034207	CY034210	1	1	1	1	1	1	1	1
A/chicken/Hubei/wl/1997	TRUE	8	A4|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	China	NULL	DQ997132	DQ997131	DQ997137	DQ997133	DQ997135	DQ997134	DQ997138	DQ997136	1	1	1	1	1	1	1	1
A/water/Hebei/3/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|X	H5N1	2009	JAN	6	Environment	-	China	Hubei	CY098779	CY098780	CY098781	CY098782	CY098783	CY098784	CY098785	CY098786	1	1	1	1	1	1	1	1
A/chicken/Menofia/CAI28/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	OCT	1	Gallus gallus	-	Egypt	Menofia	CY126025	CY126024	CY126023	CY126018	CY126021	CY126020	CY126019	CY126022	1	1	1	1	1	1	1	1
A/duck/France/080036/2008(H5N1)	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2008	-	-	Anseriformes sp.	-	France	NULL	CY046179	CY046180	CY046181	CY046182	CY046183	CY046184	CY046185	CY046186	1	1	1	1	1	1	1	1
A/duck/Bangladesh/25845/2015	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	JUL	11	Anas sp.	-	Bangladesh	NULL	KY635449	KY635632	KY635544	KY635586	KY635795	KY635567	KY635467	KY635803	1	1	1	1	1	1	1	1
A/quail/Vietnam/CVVI-50/2014	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2014	FEB	25	Coturnix coturnix	-	Viet Nam	NULL	KP872900	KP872903	KP872902	KP872899	KP872901	KP872897	KP872898	KP872904	1	1	1	1	1	1	1	1
A/pigeon/Bhutan/01BR01/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	18	Columba livia	-	Bhutan	NULL	KM267789	KM267790	KM267791	KM267792	KM267793	KM267794	KM267795	KM267796	1	1	1	1	1	1	1	1
A/chicken/India/81890/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	JAN	21	Gallus gallus	Dead Bird	India	Coochbehar	CY111070	CY111071	CY111072	CY111073	CY111074	CY111075	CY111076	CY111077	1	1	1	1	1	1	1	1
A/duck/Thailand/TS01/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anseriformes sp.	-	Thailand	NULL	JQ794453	JQ794452	JQ794451	JQ794446	JQ794449	JQ794448	JQ794447	JQ794450	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-51/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	MAR	24	Gallus gallus	-	Nigeria	NULL	MF112304	MF112403	MF112499	MF112592	MF112692	MF112792	MF112892	MF112989	1	1	1	1	1	1	1	1
A/goose/Czech Republic/18520-1/2021	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2021	SEP	27	Anser sp.	27/09/2021	Czech Republic	NULL	OL636399	OL636398	OL636397	OL636392	OL636395	OL636394	OL636393	OL636396	1	1	1	1	1	1	1	1
A/Viet Nam/CM32/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	OCT	19	Homo sapiens	-	Viet Nam	NULL	KF277179	KF277180	KF277181	KF277182	KF277183	KF277184	KF277185	KF277186	1	1	1	1	1	1	1	1
A/chicken/Liaoning/A-1/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	China	Liaoning	HM172433	HM172371	HM172338	HM172078	HM172260	HM172206	HM172163	HM172265	1	1	1	1	1	1	1	1
A/chicken/Kyoto/3/2004(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	Japan	NULL	AB188821	AB188822	AB188823	AB188824	AB189046	AB189047	AB189048	AB189049	1	1	1	1	1	1	1	1
A/chicken/Egypt/A10351A/2014	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2014	NOV	23	Gallus gallus	-	Egypt	NULL	KR063675	KR063676	KR063677	KR063678	KR063679	KR063680	KR063681	KR063682	1	1	1	1	1	1	1	1
A/chicken/Niger/15VIR2060-5/2015	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	APR	2	Gallus gallus	-	Niger	NULL	KU971331	KU971330	KU971333	KU971326	KU971328	KU971327	KU971332	KU971329	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-48/2015	TRUE	26	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	MAR	25	Gallus gallus	-	Nigeria	NULL	MF112301	MF112400	MF112496	MF112589	MF112689	MF112789	MF112889	MF112986	1	1	1	1	1	1	1	1
A/duck/Bangladesh/41248/2019	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2019	DEC	11	Anas sp.	Oral-pharyngeal	Bangladesh	NULL	MW466416	MW466415	MW466420	MW467508	MW466417	MW466418	MW466421	MW466419	1	1	1	1	1	1	1	1
A/duck/Korea/IC360/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	Gallus gallus	-	South Korea	NULL	JN807895	JN807928	JN807964	JN807986	JN808002	JN808049	JN808062	JN808094	1	1	1	1	1	1	1	1
A/Domestic duck/Viet Nam/A_duck_Vietnam_HU12-1542_2019/2019	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2019	DEC	30	Anas platyrhynchos	swab	Viet Nam	NULL	MT200013	MT200014	MT200015	MT200019	MT200016	MT200020	MT200017	MT200018	1	1	1	1	1	1	1	1
A/whooper swan/Mongolia/244/2005	TRUE	9	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	-	-	Cygnus cygnus	-	Mongolia	NULL	GU186707	GU186706	GU186705	EU723707	GU186703	GU186702	GU186701	GU186704	1	1	1	2	1	1	1	1
A/duck/Vietnam/2/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Anseriformes sp.	-	Viet Nam	NULL	CY029564	CY029565	CY029566	CY029567	CY029568	CY029569	CY029570	CY029571	1	1	1	1	1	1	1	1
A/duck/Hunan/70/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	-	-	Anseriformes sp.	-	China	Hunan	HM172416	HM172389	HM172326	HM172105	HM172231	HM172178	HM172158	HM172306	1	1	1	1	1	1	1	1
A/duck/Vietnam/219/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	DEC	19	Anseriformes sp.	-	Viet Nam	NULL	EU931027	EU931026	EU931025	EU931020	EU931023	EU931022	EU931021	EU931024	1	1	1	1	1	1	1	1
A/chicken/Poland/R3248/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	Poland	NULL	FM163437	FM163438	FM163439	FM163440	FM163441	FM163442	FM163443	FM163444	1	1	1	1	1	1	1	1
A/chicken/Miyazaki/12/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	-	-	Japan	Miyazaki	AB684197	AB684198	AB684199	AB684257	AB684200	AB684201	AB684202	AB684203	1	1	1	1	1	1	1	1
A/chicken/Bhutan/359/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	30	Gallus gallus	-	Bhutan	NULL	KX215353	KX215462	KX215226	KJ682238	KX215311	KJ682239	KX215463	KX215367	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-61/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	JUL	29	Gallus gallus	-	Nigeria	NULL	MF112314	MF112411	MF112508	MF112602	MF112702	MF112802	MF112902	MF112999	1	1	1	1	1	1	1	1
A/duck/Vietnam/LBM570/2014	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2014	-	-	Anas platyrhynchos	-	Viet Nam	NULL	AB972704	AB972705	AB972706	AB972707	AB972708	AB972709	AB972710	AB972711	1	1	1	1	1	1	1	1
A/chicken/Vietnam/NCVD-21/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Viet Nam	NULL	CY030388	CY030389	CY030390	CY030391	CY030392	CY030393	CY030394	CY030395	1	1	1	1	1	1	1	1
A/chicken/Jiangsu/2477/2014	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2014	JUN	17	Gallus gallus	cloacal swabs	China	NULL	KP762511	KP762512	KP762513	KP762509	KP762514	KP762510	KP762515	KP762516	1	1	1	1	1	1	1	1
A/chicken/WestJava/SMI-PAT/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Gallus gallus	-	Indonesia	NULL	KR732435	KR732497	KR732561	KR732454	KR732575	KR732405	KR732551	KR732430	1	1	1	1	1	1	1	1
A/chicken/Yunnan/6885/2003(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2003	-	-	Gallus gallus	-	China	NULL	CY029466	CY029467	CY029468	CY028991	CY029469	CY029470	CY029471	CY029472	1	1	1	1	1	1	1	1
A/Indonesia/CDC624/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	MAY	19	Homo sapiens	gender:M; age:39; Throat Swab	Indonesia	NULL	CY014420	CY014419	CY014418	CY014417	CY014423	CY014422	CY014421	CY014424	1	1	1	1	1	1	1	1
A/chicken/Afghanistan/1207/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Gallus gallus	-	Afghanistan	NULL	CY016794	CY016793	CY016792	CY016787	CY016790	CY016789	CY016788	CY016791	1	1	1	1	1	1	1	1
A/duck/Klaten/04160386/2016	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2016	MAR	29	Anseriformes sp.	tissue	Indonesia	Central Java	KY614917	KY614918	KY614919	KY614920	KY614921	KY614922	KY614923	KY614924	1	1	1	1	1	1	1	1
A/chicken/Sudan/1784-7/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Gallus gallus	-	Sudan	NULL	CY016299	CY016298	CY016297	CY016292	CY016295	CY016294	CY016293	CY016296	1	1	1	1	1	1	1	1
A/chicken/Primorsky/85/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	APR	8	Gallus gallus	-	Russia	Vozdvijenka settlement Ussuriiskii rayon Primorsky krai	FJ654292	FJ654293	FJ654294	FJ654295	FJ654296	FJ654297	FJ654298	FJ654299	1	1	1	1	1	1	1	1
A/chicken/Shantou/3744/2003(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2003	-	-	Gallus gallus	-	China	NULL	CY029242	CY029243	CY029244	CY028959	CY029245	CY029246	CY029247	CY029248	1	1	1	1	1	1	1	1
A/pigeon/Laos/P0022/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|X	H5N1	2007	-	-	Columba livia	-	Laos	NULL	CY040896	CY040897	CY040898	CY040899	CY040900	CY040901	CY040902	CY040903	1	1	1	1	1	1	1	1
A/environment/Bangladesh/18984/2013	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2013	JAN	28	-	market water trough	Bangladesh	NULL	KF888465	KF888466	KF888467	KF888468	KF888469	KF888470	KF888471	KF888472	1	1	1	1	1	1	1	1
A/chicken/Bangladesh/33395/2017	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2017	AUG	17	Gallus gallus	-	Bangladesh	NULL	MH135445	MH135515	MH135536	MH135626	MH135574	MH135399	MH135336	MH135554	1	1	1	1	1	1	1	1
A/water/Xinjiang/3/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	JAN	16	Environment	-	China	Xinjiang	CY098827	CY098828	CY098829	CY098830	CY098831	CY098832	CY098833	CY098834	1	1	1	1	1	1	1	1
A/duck/Yokohama/aq10/2003	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	-	NULL	AB212277	AB212278	AB212279	AB212280	AB212281	AB212282	AB212283	AB212284	1	1	1	1	1	1	1	1
A/duck/Hubei/ZYSYF25/2016	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	FEB	21	Anseriformes sp.	duck fecal	China	NULL	KY415882	KY415838	KY415794	KY415618	KY415750	KY415706	KY415662	KY415926	1	1	1	1	1	1	1	1
A/chicken/Laos/P0130/2007(H5N1)	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Laos	NULL	CY040971	CY040972	CY040973	CY040974	CY040975	CY040976	CY040977	CY040978	1	1	1	1	1	1	1	1
A/Indonesia/CDC634/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	MAY	23	Homo sapiens	gender:F; age:10; Nasal Swab	Indonesia	NULL	CY014444	CY014443	CY014442	CY014441	CY014447	CY014446	CY014445	CY014448	1	1	1	1	1	1	1	1
A/Vietnam/UT3028II/2003	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2003	DEC	29	Homo sapiens	-	Viet Nam	NULL	HM114454	HM114455	HM114456	HM114457	HM114458	HM114459	HM114460	HM114461	1	1	1	1	1	1	1	1
A/chicken/India/83093/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	JAN	26	Gallus gallus	Dead Bird	India	Howrah	CY111102	CY111103	CY111104	CY111105	CY111106	CY111107	CY111108	CY111109	1	1	1	1	1	1	1	1
A/Chicken/Henan/16/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	China	NULL	AY950283	AY950276	AY950269	AY950234	AY950255	AY950248	AY950241	AY950262	1	1	1	1	1	1	1	1
A/tiger/Yunnan/tig1412/2014	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2014	DEC	15	Panthera tigris	dead tiger's lung sample	China	NULL	KU057277	KU057278	KU057279	KU057280	KU057281	KU057282	KU057283	KU057284	1	1	1	1	1	1	1	1
A/duck/Vietnam/NCVD-KA311/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	SEP	10	Anseriformes sp.	-	Viet Nam	NULL	KP097838	KP097859	KP097880	KP097909	KP097936	KP097965	KP097992	KP098013	1	1	1	1	1	1	1	1
A/quail/Korea/GC395/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	Coturnix coturnix	-	South Korea	NULL	JN807917	JN807930	JN807948	JN807995	JN808011	JN808030	JN808060	JN808096	1	1	1	1	1	1	1	1
A/chicken/Egypt/M2773A/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	JAN	19	Gallus gallus	-	Egypt	NULL	KF881695	KF881696	KF881697	CY099582	KF881698	KF881699	CY120018	KF881700	1	1	1	1	1	1	1	1
A/buzzard/Denmark/6370/06	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	Denmark	NULL	EF523711	EF523715	EF523724	EF523687	EF523733	EF523697	EF523742	EF523751	1	1	1	1	1	1	1	1
A/Cygnus olor/Caspian Sea/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Cygnus olor	-	Russia	NULL	CY063857	CY063858	CY063859	CY063860	CY063861	CY063862	CY063863	CY063864	1	1	1	1	1	1	1	1
A/black swan/Yamaguchi/1/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	-	-	Japan	Yamaguchi	AB684169	AB684170	AB684171	AB684254	AB684172	AB684173	AB684174	AB684175	1	1	1	1	1	1	1	1
A/duck/Vietnam/NCVD-KA261/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JUN	6	Anseriformes sp.	-	Viet Nam	NULL	KP097834	KP097855	KP097876	KP097901	KP097932	KP097957	KP097988	KP098009	1	1	1	1	1	1	1	1
A/chicken/Lesotho/352.3/2021	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2021	JUN	5	Gallus gallus	nasopharyngeal swab	Lesotho	NULL	OL477521	OL477522	OL477523	OL477524	OL477525	OL477526	OL477527	OL477528	1	1	1	1	1	1	1	1
A/chicken/Vietnam/NCVD-2716/2013	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2013	JAN	21	Gallus gallus	-	Viet Nam	NULL	KY171395	KY171396	KY171397	KY171398	KY171399	KY171400	KY171401	KY171402	1	1	1	1	1	1	1	1
A/ruddy turnstone/Iceland/2899/2013	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2013	MAY	23	Arenaria interpres	-	Iceland	NULL	KM213385	KM213386	KM213387	KM213391	KM213388	KM213392	KM213389	KM213390	1	1	1	1	1	1	1	1
A/grebe/Tyva/3/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	JUN	22	Podicipedidae sp.	-	Russia	Ubsu-Nur Lake, Tyva	GQ386146	GQ386147	GQ386145	GQ386142	GQ386144	GQ386143	GQ386148	GQ386149	1	1	1	1	1	1	1	1
A/ferret/Indonesia/5-F1/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	Mustela furo	-	-	NULL	CY116651	CY116652	CY116653	CY116654	CY116655	CY116656	CY116657	CY116658	1	1	1	1	1	1	1	1
A/duck/Vietnam/NCVD14-A447/2014	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2014	JAN	17	Anseriformes sp.	-	Viet Nam	NULL	KY171124	KY171125	KY171126	KY171127	KY171128	KY171129	KY171130	KY171131	1	1	1	1	1	1	1	1
A/pheasant/Shantou/40/2003(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2003	-	-	Phasianidae sp.	-	China	NULL	CY029200	CY029201	CY029202	CY028953	CY029203	CY029204	CY029205	CY029206	1	1	1	1	1	1	1	1
A/chicken/Scotland/1959	TRUE	16	A3|E1|A12|H5|A8|N1|A|A	H5N1	1959	-	-	Gallus gallus	-	United Kingdom	Scotland	GU052525	CY015087	GU052523	KM190930	CY015084	GU052520	CY015082	CY015085	2	2	2	3	2	2	1	2
A/environment/Hunan/2-1/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	-	water	China	Dongting Lake	GU182243	GU182244	GU182245	GU182246	GU182247	GU182248	GU182249	GU182250	1	1	1	1	1	1	1	1
A/Muscovy duck/Vietnam/HU3-97/2015(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Cairina moschata	-	Viet Nam	NULL	LC194836	LC194837	LC194838	LC194839	LC194840	LC194841	LC194842	LC194843	1	1	1	1	1	1	1	1
A/duck/Bangladesh/33848/2017	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2017	OCT	19	Anas sp.	-	Bangladesh	NULL	MH135526	MH135441	MH135337	MH135442	MH135670	MH135440	MH135542	MH135580	1	1	1	1	1	1	1	1
A/chicken/Assam/140187/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	NOV	20	Gallus gallus	fecal material	India	NULL	GU354056	GU354057	GU354058	FJ839920	GU354059	FJ839921	GU354060	GU354061	1	1	1	1	1	1	1	1
A/duck/Shantou/5526/2001(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2001	-	-	Anseriformes sp.	-	China	NULL	CY029081	CY029082	CY029083	CY028936	CY029084	CY029085	CY029086	CY029087	1	1	1	1	1	1	1	1
A/chicken/India/81753/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	JAN	19	Gallus gallus	Dead Bird	India	Bankura	CY111054	CY111055	CY111056	CY111057	CY111058	CY111059	CY111060	CY111061	1	1	1	1	1	1	1	1
