sequenceID	source.name	rec_segment	gb_segment	gb_subtype	rec_subtype	gb_year	gb_month	gb_day	gb_country	length	pubmed_id	full_name	gb_lab_host	gb_host	isolate	gb_source
LC123794	icv-ncbi-refseqs-seg5	5	5			2012				1754	27384661	Influenza C virus (C/Yamagata/1/2012)		Homo sapiens	C/Yamagata/1/2012	
LC123862	icv-ncbi-refseqs-seg6	6	6			2012				1125	27384661	Influenza C virus (C/Yamagata/1/2012)		Homo sapiens	C/Yamagata/1/2012	
LC125026	icv-ncbi-refseqs-seg7	7	7			2012				880	27384661	Influenza C virus (C/Yamagata/1/2012)		Homo sapiens	C/Yamagata/1/2012	
LC123357	icv-ncbi-refseqs-seg1	1	1			2008				2325	27384661	Influenza C virus (C/Yamagata/11/2008)		Homo sapiens	C/Yamagata/11/2008	
LC123459	icv-ncbi-refseqs-seg2	2	2			2008				2322	27384661	Influenza C virus (C/Yamagata/11/2008)		Homo sapiens	C/Yamagata/11/2008	
LC123561	icv-ncbi-refseqs-seg3	3	3			2008				2139	27384661	Influenza C virus (C/Yamagata/11/2008)		Homo sapiens	C/Yamagata/11/2008	
LC122662	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2008				1986	27384661	Influenza C virus (C/Yamagata/11/2008)		Homo sapiens	C/Yamagata/11/2008	
LC123788	icv-ncbi-refseqs-seg5	5	5			2008				1754	27384661	Influenza C virus (C/Yamagata/11/2008)		Homo sapiens	C/Yamagata/11/2008	
LC123855	icv-ncbi-refseqs-seg6	6	6			2008				1125	27384661	Influenza C virus (C/Yamagata/11/2008)		Homo sapiens	C/Yamagata/11/2008	
LC125019	icv-ncbi-refseqs-seg7	7	7			2008				880	27384661	Influenza C virus (C/Yamagata/11/2008)		Homo sapiens	C/Yamagata/11/2008	
LC603646	icv-ncbi-refseqs-seg1	1	1			1988				2325	33802440	Influenza C virus		Homo sapiens	C/Yamagata/11/88	
LC603647	icv-ncbi-refseqs-seg2	2	2			1988				2322	33802440	Influenza C virus		Homo sapiens	C/Yamagata/11/88	
LC603645	icv-ncbi-refseqs-seg3	3	3			1988				2139	33802440	Influenza C virus		Homo sapiens	C/Yamagata/11/88	
LC603641	icv-ncbi-refseqs-seg4	4	4	Yamagata		1988				1986	33802440	Influenza C virus		Homo sapiens	C/Yamagata/11/88	
LC603643	icv-ncbi-refseqs-seg5	5	5			1988				1754	33802440	Influenza C virus		Homo sapiens	C/Yamagata/11/88	
LC603642	icv-ncbi-refseqs-seg6	6	6			1988				1125	33802440	Influenza C virus		Homo sapiens	C/Yamagata/11/88	
LC603644	icv-ncbi-refseqs-seg7	7	7			1988				880	33802440	Influenza C virus		Homo sapiens	C/Yamagata/11/88	
LC123351	icv-ncbi-refseqs-seg1	1	1			2006				2325	27384661	Influenza C virus (C/Yamagata/13/2006)		Homo sapiens	C/Yamagata/13/2006	
LC123453	icv-ncbi-refseqs-seg2	2	2			2006				2322	27384661	Influenza C virus (C/Yamagata/13/2006)		Homo sapiens	C/Yamagata/13/2006	
LC123555	icv-ncbi-refseqs-seg3	3	3			2006				2139	27384661	Influenza C virus (C/Yamagata/13/2006)		Homo sapiens	C/Yamagata/13/2006	
LC122657	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2006				1986	27384661	Influenza C virus (C/Yamagata/13/2006)		Homo sapiens	C/Yamagata/13/2006	
LC123783	icv-ncbi-refseqs-seg5	5	5			2006				1754	27384661	Influenza C virus (C/Yamagata/13/2006)		Homo sapiens	C/Yamagata/13/2006	
LC123849	icv-ncbi-refseqs-seg6	6	6			2006				1125	27384661	Influenza C virus (C/Yamagata/13/2006)		Homo sapiens	C/Yamagata/13/2006	
LC125013	icv-ncbi-refseqs-seg7	7	7			2006				880	27384661	Influenza C virus (C/Yamagata/13/2006)		Homo sapiens	C/Yamagata/13/2006	
LC123368	icv-ncbi-refseqs-seg1	1	1			2012				2325	27384661	Influenza C virus (C/Yamagata/14/2012)		Homo sapiens	C/Yamagata/14/2012	
LC123470	icv-ncbi-refseqs-seg2	2	2			2012				2322	27384661	Influenza C virus (C/Yamagata/14/2012)		Homo sapiens	C/Yamagata/14/2012	
LC123572	icv-ncbi-refseqs-seg3	3	3			2012				2139	27384661	Influenza C virus (C/Yamagata/14/2012)		Homo sapiens	C/Yamagata/14/2012	
LC122670	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2012				1986	27384661	Influenza C virus (C/Yamagata/14/2012)		Homo sapiens	C/Yamagata/14/2012	
LC123798	icv-ncbi-refseqs-seg5	5	5			2012				1754	27384661	Influenza C virus (C/Yamagata/14/2012)		Homo sapiens	C/Yamagata/14/2012	
LC123866	icv-ncbi-refseqs-seg6	6	6			2012				1125	27384661	Influenza C virus (C/Yamagata/14/2012)		Homo sapiens	C/Yamagata/14/2012	
LC125030	icv-ncbi-refseqs-seg7	7	7			2012				880	27384661	Influenza C virus (C/Yamagata/14/2012)		Homo sapiens	C/Yamagata/14/2012	
LC123358	icv-ncbi-refseqs-seg1	1	1			2008				2325	27384661	Influenza C virus (C/Yamagata/16/2008)		Homo sapiens	C/Yamagata/16/2008	
LC123460	icv-ncbi-refseqs-seg2	2	2			2008				2322	27384661	Influenza C virus (C/Yamagata/16/2008)		Homo sapiens	C/Yamagata/16/2008	
LC123562	icv-ncbi-refseqs-seg3	3	3			2008				2139	27384661	Influenza C virus (C/Yamagata/16/2008)		Homo sapiens	C/Yamagata/16/2008	
LC122663	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2008				1986	27384661	Influenza C virus (C/Yamagata/16/2008)		Homo sapiens	C/Yamagata/16/2008	
LC123789	icv-ncbi-refseqs-seg5	5	5			2008				1754	27384661	Influenza C virus (C/Yamagata/16/2008)		Homo sapiens	C/Yamagata/16/2008	
LC123856	icv-ncbi-refseqs-seg6	6	6			2008				1125	27384661	Influenza C virus (C/Yamagata/16/2008)		Homo sapiens	C/Yamagata/16/2008	
LC125020	icv-ncbi-refseqs-seg7	7	7			2008				880	27384661	Influenza C virus (C/Yamagata/16/2008)		Homo sapiens	C/Yamagata/16/2008	
LC123335	icv-ncbi-refseqs-seg1	1	1			2004				2325	27384661	Influenza C virus (C/Yamagata/18/2004)		Homo sapiens	C/Yamagata/18/2004	
LC123437	icv-ncbi-refseqs-seg2	2	2			2004				2322	27384661	Influenza C virus (C/Yamagata/18/2004)		Homo sapiens	C/Yamagata/18/2004	
LC123539	icv-ncbi-refseqs-seg3	3	3			2004				2139	27384661	Influenza C virus (C/Yamagata/18/2004)		Homo sapiens	C/Yamagata/18/2004	
LC122644	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2004				1926	27384661	Influenza C virus (C/Yamagata/18/2004)		Homo sapiens	C/Yamagata/18/2004	
LC123768	icv-ncbi-refseqs-seg5	5	5			2004				1754	27384661	Influenza C virus (C/Yamagata/18/2004)		Homo sapiens	C/Yamagata/18/2004	
LC123833	icv-ncbi-refseqs-seg6	6	6			2004				1125	27384661	Influenza C virus (C/Yamagata/18/2004)		Homo sapiens	C/Yamagata/18/2004	
LC124997	icv-ncbi-refseqs-seg7	7	7			2004				862	27384661	Influenza C virus (C/Yamagata/18/2004)		Homo sapiens	C/Yamagata/18/2004	
LC123343	icv-ncbi-refseqs-seg1	1	1			2005				2325	27384661	Influenza C virus (C/Yamagata/2/2005)		Homo sapiens	C/Yamagata/2/2005	
LC123445	icv-ncbi-refseqs-seg2	2	2			2005				2322	27384661	Influenza C virus (C/Yamagata/2/2005)		Homo sapiens	C/Yamagata/2/2005	
LC123547	icv-ncbi-refseqs-seg3	3	3			2005				2139	27384661	Influenza C virus (C/Yamagata/2/2005)		Homo sapiens	C/Yamagata/2/2005	
LC122649	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2005				1964	27384661	Influenza C virus (C/Yamagata/2/2005)		Homo sapiens	C/Yamagata/2/2005	
LC123776	icv-ncbi-refseqs-seg5	5	5			2005				1754	27384661	Influenza C virus (C/Yamagata/2/2005)		Homo sapiens	C/Yamagata/2/2005	
LC123841	icv-ncbi-refseqs-seg6	6	6			2005				1125	27384661	Influenza C virus (C/Yamagata/2/2005)		Homo sapiens	C/Yamagata/2/2005	
LC125005	icv-ncbi-refseqs-seg7	7	7			2005				880	27384661	Influenza C virus (C/Yamagata/2/2005)		Homo sapiens	C/Yamagata/2/2005	
LC123353	icv-ncbi-refseqs-seg1	1	1			2006				2325	27384661	Influenza C virus (C/Yamagata/20/2006)		Homo sapiens	C/Yamagata/20/2006	
LC123455	icv-ncbi-refseqs-seg2	2	2			2006				2322	27384661	Influenza C virus (C/Yamagata/20/2006)		Homo sapiens	C/Yamagata/20/2006	
LC123557	icv-ncbi-refseqs-seg3	3	3			2006				2139	27384661	Influenza C virus (C/Yamagata/20/2006)		Homo sapiens	C/Yamagata/20/2006	
LC122658	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2006				1986	27384661	Influenza C virus (C/Yamagata/20/2006)		Homo sapiens	C/Yamagata/20/2006	
LC123785	icv-ncbi-refseqs-seg5	5	5			2006				1754	27384661	Influenza C virus (C/Yamagata/20/2006)		Homo sapiens	C/Yamagata/20/2006	
LC123851	icv-ncbi-refseqs-seg6	6	6			2006				1125	27384661	Influenza C virus (C/Yamagata/20/2006)		Homo sapiens	C/Yamagata/20/2006	
LC125015	icv-ncbi-refseqs-seg7	7	7			2006				880	27384661	Influenza C virus (C/Yamagata/20/2006)		Homo sapiens	C/Yamagata/20/2006	
LC123336	icv-ncbi-refseqs-seg1	1	1			2004				2325	27384661	Influenza C virus (C/Yamagata/26/2004)		Homo sapiens	C/Yamagata/26/2004	
LC123438	icv-ncbi-refseqs-seg2	2	2			2004				2322	27384661	Influenza C virus (C/Yamagata/26/2004)		Homo sapiens	C/Yamagata/26/2004	
LC123540	icv-ncbi-refseqs-seg3	3	3			2004				2139	27384661	Influenza C virus (C/Yamagata/26/2004)		Homo sapiens	C/Yamagata/26/2004	
LC122645	icv-ncbi-refseqs-seg4	4	4	Mississippi		2004				1983	27384661	Influenza C virus (C/Yamagata/26/2004)		Homo sapiens	C/Yamagata/26/2004	
LC123769	icv-ncbi-refseqs-seg5	5	5			2004				1754	27384661	Influenza C virus (C/Yamagata/26/2004)		Homo sapiens	C/Yamagata/26/2004	
LC123834	icv-ncbi-refseqs-seg6	6	6			2004				1125	27384661	Influenza C virus (C/Yamagata/26/2004)		Homo sapiens	C/Yamagata/26/2004	
LC124998	icv-ncbi-refseqs-seg7	7	7			2004				880	27384661	Influenza C virus (C/Yamagata/26/2004)		Homo sapiens	C/Yamagata/26/2004	
LC123369	icv-ncbi-refseqs-seg1	1	1			2012				2325	27384661	Influenza C virus (C/Yamagata/28/2012)		Homo sapiens	C/Yamagata/28/2012	
LC123471	icv-ncbi-refseqs-seg2	2	2			2012				2322	27384661	Influenza C virus (C/Yamagata/28/2012)		Homo sapiens	C/Yamagata/28/2012	
LC123573	icv-ncbi-refseqs-seg3	3	3			2012				2139	27384661	Influenza C virus (C/Yamagata/28/2012)		Homo sapiens	C/Yamagata/28/2012	
LC122671	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2012				1986	27384661	Influenza C virus (C/Yamagata/28/2012)		Homo sapiens	C/Yamagata/28/2012	
LC123799	icv-ncbi-refseqs-seg5	5	5			2012				1754	27384661	Influenza C virus (C/Yamagata/28/2012)		Homo sapiens	C/Yamagata/28/2012	
LC123867	icv-ncbi-refseqs-seg6	6	6			2012				1125	27384661	Influenza C virus (C/Yamagata/28/2012)		Homo sapiens	C/Yamagata/28/2012	
LC125031	icv-ncbi-refseqs-seg7	7	7			2012				880	27384661	Influenza C virus (C/Yamagata/28/2012)		Homo sapiens	C/Yamagata/28/2012	
LC603653	icv-ncbi-refseqs-seg1	1	1			2004				2325	33802440	Influenza C virus		Homo sapiens	C/Yamagata/29/2004	
LC603654	icv-ncbi-refseqs-seg2	2	2			2004				2322	33802440	Influenza C virus		Homo sapiens	C/Yamagata/29/2004	
LC603652	icv-ncbi-refseqs-seg3	3	3			2004				2139	33802440	Influenza C virus		Homo sapiens	C/Yamagata/29/2004	
LC603648	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2004				1986	33802440	Influenza C virus		Homo sapiens	C/Yamagata/29/2004	
LC603650	icv-ncbi-refseqs-seg5	5	5			2004				1754	33802440	Influenza C virus		Homo sapiens	C/Yamagata/29/2004	
LC603649	icv-ncbi-refseqs-seg6	6	6			2004				1125	33802440	Influenza C virus		Homo sapiens	C/Yamagata/29/2004	
LC603651	icv-ncbi-refseqs-seg7	7	7			2004				880	33802440	Influenza C virus		Homo sapiens	C/Yamagata/29/2004	
LC123332	icv-ncbi-refseqs-seg1	1	1			2004				2325	27384661	Influenza C virus (C/Yamagata/3/2004)		Homo sapiens	C/Yamagata/3/2004	
LC123434	icv-ncbi-refseqs-seg2	2	2			2004				2322	27384661	Influenza C virus (C/Yamagata/3/2004)		Homo sapiens	C/Yamagata/3/2004	
LC123536	icv-ncbi-refseqs-seg3	3	3			2004				2139	27384661	Influenza C virus (C/Yamagata/3/2004)		Homo sapiens	C/Yamagata/3/2004	
AB252153	icv-ncbi-refseqs-seg4	4	4	Kanagawa						1926	17215347	Influenza C virus (C/Yamagata/3/2004)			C/Yamagata/3/2004	
LC123766	icv-ncbi-refseqs-seg5	5	5			2004				1754	27384661	Influenza C virus (C/Yamagata/3/2004)		Homo sapiens	C/Yamagata/3/2004	
LC123830	icv-ncbi-refseqs-seg6	6	6			2004				1125	27384661	Influenza C virus (C/Yamagata/3/2004)		Homo sapiens	C/Yamagata/3/2004	
LC124994	icv-ncbi-refseqs-seg7	7	7			2004				862	27384661	Influenza C virus (C/Yamagata/3/2004)		Homo sapiens	C/Yamagata/3/2004	
LC123344	icv-ncbi-refseqs-seg1	1	1			2005				2325	27384661	Influenza C virus (C/Yamagata/3/2005)		Homo sapiens	C/Yamagata/3/2005	
LC123446	icv-ncbi-refseqs-seg2	2	2			2005				2322	27384661	Influenza C virus (C/Yamagata/3/2005)		Homo sapiens	C/Yamagata/3/2005	
LC123548	icv-ncbi-refseqs-seg3	3	3			2005				2139	27384661	Influenza C virus (C/Yamagata/3/2005)		Homo sapiens	C/Yamagata/3/2005	
LC122650	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2005				1964	27384661	Influenza C virus (C/Yamagata/3/2005)		Homo sapiens	C/Yamagata/3/2005	
AB684314	icv-ncbi-refseqs-seg5	5	5			2005	SEP	7		1754	22398038	Influenza C virus (C/Yamagata/3/2005)			C/Yamagata/3/2005	
LC123842	icv-ncbi-refseqs-seg6	6	6			2005				1125	27384661	Influenza C virus (C/Yamagata/3/2005)		Homo sapiens	C/Yamagata/3/2005	
LC125006	icv-ncbi-refseqs-seg7	7	7			2005				880	27384661	Influenza C virus (C/Yamagata/3/2005)		Homo sapiens	C/Yamagata/3/2005	
LC123356	icv-ncbi-refseqs-seg1	1	1			2008				2325	27384661	Influenza C virus (C/Yamagata/3/2008)		Homo sapiens	C/Yamagata/3/2008	
LC123458	icv-ncbi-refseqs-seg2	2	2			2008				2322	27384661	Influenza C virus (C/Yamagata/3/2008)		Homo sapiens	C/Yamagata/3/2008	
LC123560	icv-ncbi-refseqs-seg3	3	3			2008				2139	27384661	Influenza C virus (C/Yamagata/3/2008)		Homo sapiens	C/Yamagata/3/2008	
LC122661	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2008				1986	27384661	Influenza C virus (C/Yamagata/3/2008)		Homo sapiens	C/Yamagata/3/2008	
LC123787	icv-ncbi-refseqs-seg5	5	5			2008				1754	27384661	Influenza C virus (C/Yamagata/3/2008)		Homo sapiens	C/Yamagata/3/2008	
LC123854	icv-ncbi-refseqs-seg6	6	6			2008				1125	27384661	Influenza C virus (C/Yamagata/3/2008)		Homo sapiens	C/Yamagata/3/2008	
LC125018	icv-ncbi-refseqs-seg7	7	7			2008				880	27384661	Influenza C virus (C/Yamagata/3/2008)		Homo sapiens	C/Yamagata/3/2008	
LC123365	icv-ncbi-refseqs-seg1	1	1			2012				2325	27384661	Influenza C virus (C/Yamagata/3/2012)		Homo sapiens	C/Yamagata/3/2012	
LC123467	icv-ncbi-refseqs-seg2	2	2			2012				2322	27384661	Influenza C virus (C/Yamagata/3/2012)		Homo sapiens	C/Yamagata/3/2012	
LC123569	icv-ncbi-refseqs-seg3	3	3			2012				2139	27384661	Influenza C virus (C/Yamagata/3/2012)		Homo sapiens	C/Yamagata/3/2012	
LC122668	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2012				1986	27384661	Influenza C virus (C/Yamagata/3/2012)		Homo sapiens	C/Yamagata/3/2012	
LC123795	icv-ncbi-refseqs-seg5	5	5			2012				1754	27384661	Influenza C virus (C/Yamagata/3/2012)		Homo sapiens	C/Yamagata/3/2012	
LC123863	icv-ncbi-refseqs-seg6	6	6			2012				1125	27384661	Influenza C virus (C/Yamagata/3/2012)		Homo sapiens	C/Yamagata/3/2012	
LC125027	icv-ncbi-refseqs-seg7	7	7			2012				880	27384661	Influenza C virus (C/Yamagata/3/2012)		Homo sapiens	C/Yamagata/3/2012	
LC123312	icv-ncbi-refseqs-seg1	1	1			1992				2325	27384661	Influenza C virus (C/Yamagata/4/92)		Homo sapiens	C/Yamagata/4/92	
LC123414	icv-ncbi-refseqs-seg2	2	2			1992				2322	27384661	Influenza C virus (C/Yamagata/4/92)		Homo sapiens	C/Yamagata/4/92	
LC123516	icv-ncbi-refseqs-seg3	3	3			1992				2139	27384661	Influenza C virus (C/Yamagata/4/92)		Homo sapiens	C/Yamagata/4/92	
AB899777	icv-ncbi-refseqs-seg4	4		Aichi		1992				1926	25017953	Influenza C virus (C/Yamagata/4/92)		Homo sapiens	C/Yamagata/4/92	
LC123748	icv-ncbi-refseqs-seg5	5	5			1992				1753	27384661	Influenza C virus (C/Yamagata/4/92)		Homo sapiens	C/Yamagata/4/92	
LC123821	icv-ncbi-refseqs-seg6	6	6			1992				1125	27384661	Influenza C virus (C/Yamagata/4/92)		Homo sapiens	C/Yamagata/4/92	
LC124986	icv-ncbi-refseqs-seg7	7	7			1992				862	27384661	Influenza C virus (C/Yamagata/4/92)		Homo sapiens	C/Yamagata/4/92	
LC123325	icv-ncbi-refseqs-seg1	1	1			2002				2325	27384661	Influenza C virus (C/Yamagata/5/2002)		Homo sapiens	C/Yamagata/5/2002	
LC123427	icv-ncbi-refseqs-seg2	2	2			2002				2322	27384661	Influenza C virus (C/Yamagata/5/2002)		Homo sapiens	C/Yamagata/5/2002	
LC123529	icv-ncbi-refseqs-seg3	3	3			2002				2139	27384661	Influenza C virus (C/Yamagata/5/2002)		Homo sapiens	C/Yamagata/5/2002	
LC122638	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2002				1926	27384661	Influenza C virus (C/Yamagata/5/2002)		Homo sapiens	C/Yamagata/5/2002	
LC123760	icv-ncbi-refseqs-seg5	5	5			2002				1754	27384661	Influenza C virus (C/Yamagata/5/2002)		Homo sapiens	C/Yamagata/5/2002	
LC123823	icv-ncbi-refseqs-seg6	6	6			2002				1125	27384661	Influenza C virus (C/Yamagata/5/2002)		Homo sapiens	C/Yamagata/5/2002	
LC124987	icv-ncbi-refseqs-seg7	7	7			2002				862	27384661	Influenza C virus (C/Yamagata/5/2002)		Homo sapiens	C/Yamagata/5/2002	
LC123367	icv-ncbi-refseqs-seg1	1	1			2012				2325	27384661	Influenza C virus (C/Yamagata/7/2012)		Homo sapiens	C/Yamagata/7/2012	
LC123469	icv-ncbi-refseqs-seg2	2	2			2012				2322	27384661	Influenza C virus (C/Yamagata/7/2012)		Homo sapiens	C/Yamagata/7/2012	
LC123571	icv-ncbi-refseqs-seg3	3	3			2012				2139	27384661	Influenza C virus (C/Yamagata/7/2012)		Homo sapiens	C/Yamagata/7/2012	
LC122669	icv-ncbi-refseqs-seg4	4	4	Kanagawa		2012				1986	27384661	Influenza C virus (C/Yamagata/7/2012)		Homo sapiens	C/Yamagata/7/2012	
LC123797	icv-ncbi-refseqs-seg5	5	5			2012				1754	27384661	Influenza C virus (C/Yamagata/7/2012)		Homo sapiens	C/Yamagata/7/2012	
LC123865	icv-ncbi-refseqs-seg6	6	6			2012				1125	27384661	Influenza C virus (C/Yamagata/7/2012)		Homo sapiens	C/Yamagata/7/2012	
LC125029	icv-ncbi-refseqs-seg7	7	7			2012				880	27384661	Influenza C virus (C/Yamagata/7/2012)		Homo sapiens	C/Yamagata/7/2012	
LC123350	icv-ncbi-refseqs-seg1	1	1			2006				2325	27384661	Influenza C virus (C/Yamagata/9/2006)		Homo sapiens	C/Yamagata/9/2006	
LC123452	icv-ncbi-refseqs-seg2	2	2			2006				2322	27384661	Influenza C virus (C/Yamagata/9/2006)		Homo sapiens	C/Yamagata/9/2006	
LC123554	icv-ncbi-refseqs-seg3	3	3			2006				2139	27384661	Influenza C virus (C/Yamagata/9/2006)		Homo sapiens	C/Yamagata/9/2006	
LC122656	icv-ncbi-refseqs-seg4	4	4	SaoPaolo		2006				1986	27384661	Influenza C virus (C/Yamagata/9/2006)		Homo sapiens	C/Yamagata/9/2006	
LC123782	icv-ncbi-refseqs-seg5	5	5			2006				1754	27384661	Influenza C virus (C/Yamagata/9/2006)		Homo sapiens	C/Yamagata/9/2006	
LC123848	icv-ncbi-refseqs-seg6	6	6			2006				1125	27384661	Influenza C virus (C/Yamagata/9/2006)		Homo sapiens	C/Yamagata/9/2006	
LC125012	icv-ncbi-refseqs-seg7	7	7			2006				880	27384661	Influenza C virus (C/Yamagata/9/2006)		Homo sapiens	C/Yamagata/9/2006	
